,hi-en,hi,len-hi,len-hi-en
189,geet,गीत,3,4
190,gaun,गौण,3,4
191,diya,दिया,4,4
192,ishq,इश्क़,5,4
193,alag,अलग,3,4
194,take,टके,3,4
195,mile,मिले,4,4
196,hain,हैं,3,4
197,paap,पाप,3,4
198,chod,छोड़,4,4
199,some,सम,2,4
200,bada,बड़ा,3,4
201,hasi,हसी,3,4
202,mujh,मुझ,3,4
203,jina,जीना,4,4
204,utar,उतर,3,4
205,jate,जाते,4,4
206,fida,फिदा,4,4
207,itna,इतना,4,4
208,hawa,हवा,3,4
209,uthi,उठी,3,4
210,pani,पानी,4,4
211,raah,राह,3,4
212,atif,आतिफ,4,4
213,daam,दाम,3,4
214,meri,मेरी,4,4
215,agar,अगर,3,4
216,bata,बटा,3,4
217,ghar,घर,2,4
218,bate,बटे,3,4
219,piya,पिया,4,4
220,aata,आता,3,4
221,tose,तोसे,4,4
222,sena,सेना,4,4
223,aaye,आए,2,4
224,bhav,भाव,3,4
225,karo,करो,3,4
226,fiza,फिज़ा,4,4
227,phir,फिर,3,4
228,char,चार,3,4
229,mana,माना,4,4
230,asif,आसिफ,4,4
231,maha,महा,3,4
232,toot,टूट,3,4
233,dhan,धन,2,4
234,jaye,जाए,3,4
235,sahi,सही,3,4
236,bina,बिना,4,4
237,juda,जुड़ा,5,4
238,soyi,सोई,3,4
239,tere,तेरे,4,4
240,bani,बानी,4,4
241,bare,बारे,4,4
242,royi,रोई,3,4
243,naam,नाम,3,4
244,urdu,उर्दू,5,4
245,yaad,याद,3,4
246,aaja,आजा,3,4
247,bolo,बोलो,4,4
248,khoj,खोंज,4,4
249,mele,मेले,4,4
250,gaye,गये,3,4
251,sake,सके,3,4
252,jati,जाती,4,4
253,apne,अपने,4,4
254,bura,बुरा,4,4
255,haal,हाल,3,4
256,mere,मेरे,4,4
257,suno,सुनो,4,4
258,nadi,नदी,3,4
259,hota,होता,4,4
260,dohe,दोहे,4,4
261,kaha,कहा,3,4
262,unko,उनको,4,4
263,wali,वाली,4,4
264,haar,हार,3,4
265,khan,खान,3,4
266,hein,हैं,3,4
267,aisa,ऐसा,3,4
268,mera,मेरा,4,4
269,dard,दर्द,4,4
270,walo,वालो,4,4
271,gaur,गौर,3,4
272,chha,छा,2,4
273,dana,दाना,4,4
274,sune,सुने,4,4
275,chak,चक,2,4
276,badi,बड़ी,4,4
277,gila,गिला,4,4
278,kuch,कुछ,3,4
279,shah,शाह,3,4
280,mama,मामा,4,4
281,rukh,रुख,3,4
282,toda,तोड़ा,5,4
283,wale,वाले,4,4
284,aage,आगे,3,4
285,jano,जानो,4,4
286,uske,उसके,4,4
287,hoke,होके,4,4
288,kahi,कही,3,4
289,main,मैं,3,4
290,hoon,हूँ,3,4
291,rahi,रही,3,4
292,maut,मौत,3,4
293,kyun,क्यूँ,5,4
294,maar,मार,3,4
295,deep,दीप,3,4
296,haan,हाँ,3,4
297,boli,बोली,4,4
298,gale,गले,3,4
299,bole,बोले,4,4
300,mein,में,3,4
301,awan,आवाँ,4,4
302,muti,मूटी,4,4
303,unhi,उन्ही,5,4
304,giri,गिरी,4,4
305,naal,नाल,3,4
306,pyar,प्यार,5,4
307,sham,शाम,3,4
308,aayi,आई,2,4
309,aisi,ऐसी,3,4
310,nind,नींद,4,4
311,pari,परी,3,4
312,gayi,गयी,3,4
313,hote,होते,4,4
314,paya,पाया,4,4
315,hans,हंस,3,4
316,aati,आती,3,4
317,siwa,सिवा,4,4
318,diye,दिए,3,4
319,guru,गुरु,4,4
320,khas,खास,3,4
321,bhar,भर,2,4
322,dont,डोंट,4,4
323,door,दूर,3,4
324,liya,लिया,4,4
325,khao,खाओ,3,4
326,sare,सारे,4,4
327,dhak,धक,2,4
328,arey,अरे,3,4
329,kisi,किसी,4,4
330,yuhi,युही,4,4
331,hame,हमें,4,4
332,piyo,पियो,4,4
333,umra,उम्र,4,4
334,tujh,तुझ,3,4
335,phul,फूल,3,4
336,tera,तेरा,4,4
337,baat,बात,3,4
338,gham,घम,2,4
339,waah,वाह,3,4
340,aane,आने,3,4
341,waal,वाला,4,4
342,raha,रहा,3,4
343,kiye,किए,3,4
344,kaho,कहो,3,4
345,jane,जाने,4,4
346,hari,हरी,3,4
347,wake,वेक,3,4
348,aish,ऐश,2,4
349,laga,लगा,3,4
350,naye,नये,3,4
351,teri,तेरी,4,4
352,kore,कोरे,4,4
353,hove,होवे,4,4
354,kahe,कहे,3,4
355,mili,मिली,4,4
356,saif,सैफ,3,4
357,baba,बाबा,4,4
358,sone,सोने,4,4
359,apna,अपना,4,4
360,rahu,रहू,3,4
361,yara,यारा,4,4
362,zind,ज़िंद,5,4
363,sans,साँस,4,4
364,khil,खिल,3,4
365,chal,चल,2,4
366,rang,रंग,3,4
367,sanu,सानू,4,4
368,lage,लगे,3,4
369,roop,रूप,3,4
370,zara,ज़रा,4,4
371,tohe,तोहे,4,4
372,raat,रात,3,4
373,jiya,जिया,4,4
374,rona,रोना,4,4
375,mora,मोरा,4,4
376,naya,नया,3,4
377,jaan,जान,3,4
378,layi,लाई,3,4
379,gori,गोरी,4,4
380,gaya,गया,3,4
381,chale,चले,3,5
382,barsa,बरसा,4,5
383,tutak,तुतक,4,5
384,shaam,शाम,3,5
385,premi,प्रेमी,6,5
386,paani,पानी,4,5
387,purab,पूरब,4,5
388,nahee,नही,3,5
389,humko,हमको,4,5
390,arpit,अर्पित,6,5
391,vishq,विश्क,5,5
392,rakhi,रखी,3,5
393,padak,पदक,3,5
394,karna,करना,4,5
395,naiyo,नइयो,4,5
396,noida,नॉएडा,5,5
397,labna,लबना,4,5
398,india,इंडिया,6,5
399,kabir,कबीर,4,5
400,rasta,रास्ता,6,5
401,jahan,जहाँ,4,5
402,mitro,मित्रो,6,5
403,kajri,कजरी,4,5
404,magar,मगर,3,5
405,paris,पेरिस,5,5
406,chalo,चलो,3,5
407,khwab,ख्वाब,5,5
408,jaisa,जैसा,4,5
409,chahe,चाहे,4,5
410,﻿juda,जुदा,4,5
411,vihar,विहार,5,5
412,naino,नैनो,4,5
413,kagaz,काग़ज़,6,5
414,mooli,मूली,4,5
415,thode,थोड़े,5,5
416,rajya,राज्य,5,5
417,singh,सिंह,4,5
418,namak,नमक,3,5
419,bhara,भरा,3,5
420,jaise,जैसे,4,5
421,tinka,तिनका,5,5
422,kalma,कलमा,4,5
423,basti,बस्ती,5,5
424,lakdi,लकड़ी,5,5
425,tumhe,तुम्हे,6,5
426,aatma,आत्मा,5,5
427,dhoni,धोनी,4,5
428,sawre,सावरे,5,5
429,chain,चैन,3,5
430,gayee,गयी,3,5
431,rehta,रहता,4,5
432,aapne,आपने,4,5
433,saali,साली,4,5
434,saari,सारी,4,5
435,khaak,खाक,3,5
436,akela,अकेला,5,5
437,beeta,बीता,4,5
438,kathi,काठी,4,5
439,tohfa,तोहफा,5,5
440,kehte,कहते,4,5
441,raita,रायता,5,5
442,chuka,चुका,4,5
443,rehne,रहने,4,5
444,khush,खुश,3,5
445,girta,गिरता,5,5
446,pahli,पहली,4,5
447,jhuti,झूटी,4,5
448,farar,फ़रार,4,5
449,tihar,तिहार,5,5
450,yatra,यात्रा,6,5
451,pankh,पंख,3,5
452,jitne,जितने,5,5
453,lucky,लकी,3,5
454,soona,सूना,4,5
455,saina,सईना,4,5
456,delhi,देल्ही,6,5
457,yaari,यारी,4,5
458,yaara,यारा,4,5
459,banke,बनके,4,5
460,dhaar,धार,3,5
461,kajre,कजरे,4,5
462,jashn,जश्न,4,5
463,halke,हल्के,5,5
464,kitne,कितने,5,5
465,solah,सोलह,4,5
466,sehti,सहती,4,5
467,bajne,बजने,4,5
468,radio,रेडियो,6,5
469,chala,चला,3,5
470,karte,करते,4,5
471,jaate,जाते,4,5
472,choda,छोड़ा,5,5
473,kiski,किसकी,5,5
474,bhale,भले,3,5
475,patna,पटना,4,5
476,jeena,जीना,4,5
477,kamal,कमाल,4,5
478,jayda,जयादा,5,5
479,jaana,जाना,4,5
480,barna,बर्ना,5,5
481,yoohi,यूही,4,5
482,karam,करम,3,5
483,lekar,लेकर,4,5
484,jaagi,जागी,4,5
485,aadhi,आधी,3,5
486,bahar,बाहर,4,5
487,rabba,रब्बा,5,5
488,sapno,सपनो,4,5
489,peela,पीला,4,5
490,neela,नीला,4,5
491,tanav,तनाव,4,5
492,badte,बड़ते,4,5
493,sitar,सितार,5,5
494,kisan,किसान,5,5
495,dekho,देखो,4,5
496,batta,बट्टा,5,5
497,nashe,नशे,3,5
498,kanya,कन्या,5,5
499,idhar,इधर,3,5
500,saddi,साड्डी,6,5
501,khadi,खड़ी,4,5
502,jalwa,जलवा,4,5
503,gopal,गोपाल,5,5
504,milta,मिलता,5,5
505,parda,परदा,4,5
506,dusro,दुसरो,5,5
507,beedi,बीड़ी,5,5
508,kabza,कब्ज़ा,5,5
509,bhaye,भये,3,5
510,fakri,फखरी,4,5
511,jadoo,जादू,4,5
512,toota,टूटा,4,5
513,nehru,नेहरु,5,5
514,hawaa,हवा,3,5
515,banta,बंता,4,5
516,santa,संता,4,5
517,ahaar,आहार,4,5
518,uchit,उचित,4,5
519,shaan,शान,3,5
520,tanha,तन्हा,5,5
521,khuda,खुदा,4,5
522,jivan,जीवन,4,5
523,hatya,हत्या,5,5
524,haule,हौले,4,5
525,khaal,खाल,3,5
526,round,रौंद,4,5
527,bhool,भूल,3,5
528,khoya,खोया,4,5
529,sapna,सपना,4,5
530,seene,सीने,4,5
531,khala,खला,3,5
532,khula,खुला,4,5
533,asman,आसमान,5,5
534,sabse,सबसे,4,5
535,honge,होंगे,5,5
536,balle,बल्ले,5,5
537,jinse,जिनसे,5,5
538,tadap,तड़प,4,5
539,patni,पत्नी,5,5
540,tumko,तुमको,5,5
541,chhup,छुप,3,5
542,worry,वरी,3,5
543,waala,वाला,4,5
544,ehsas,एहसास,5,5
545,dimak,दीमक,4,5
546,julfe,जुल्फे,6,5
547,aslam,असलम,4,5
548,rapat,रपट,3,5
549,bahut,बहुत,4,5
550,chuye,छुए,3,5
551,kaisi,कैसी,4,5
552,tujhe,तुझे,4,5
553,darne,डरने,4,5
554,maine,मैंने,5,5
555,aansu,आंसू,4,5
556,bigad,बिगड़,4,5
557,pyara,प्यारा,6,5
558,karar,करार,4,5
559,kehna,कहना,4,5
560,sabro,सब्रो,5,5
561,nazar,नज़र,4,5
562,karne,करने,4,5
563,tarah,तरह,3,5
564,karan,करण,3,5
565,dilon,दिलों,5,5
566,milna,मिलना,5,5
567,dekha,देखा,4,5
568,jeeke,जीके,4,5
569,saste,सस्ते,5,5
570,dilsa,दिलसा,5,5
571,pyaaz,प्याज,5,5
572,ainwe,ऐंवे,4,5
573,dosti,दोस्ती,6,5
574,mudda,मुद्दा,6,5
575,keral,केरल,4,5
576,hindi,हिन्दी,6,5
577,irfan,इरफ़ान,5,5
578,nasha,नशा,3,5
579,kaahe,काहे,4,5
580,tumse,तुमसे,5,5
581,jayen,जाएँ,4,5
582,ankhe,आँखे,4,5
583,gaane,गाने,4,5
584,aadmi,आदमी,4,5
585,daroo,दारू,4,5
586,mudde,मुद्दे,6,5
587,saath,साथ,3,5
588,chali,चली,3,5
589,jathe,जाते,4,5
590,lagta,लगता,4,5
591,kaise,कैसे,4,5
592,kaali,काली,4,5
593,safar,सफ़र,4,5
594,hamse,हमसे,4,5
595,mujhe,मुझे,4,5
596,pehli,पहली,4,5
597,zinda,जिंदा,5,5
598,vaada,वादा,4,5
599,rehte,रहते,4,5
600,jaisi,जैसी,4,5
601,bhaag,भाग,3,5
602,dharm,धर्म,4,5
603,ghata,घटा,3,5
604,chand,चाँद,4,5
605,nahin,नहीं,4,5
606,sanso,सांसो,5,5
607,jagat,जगत,3,5
608,kuchh,कुछ,3,5
609,peeli,पीली,4,5
610,jaane,जाने,4,5
611,ladki,लड़की,5,5
612,shuru,शुरू,4,5
613,kitna,कितना,5,5
614,khana,खाना,4,5
615,socha,सोचा,4,5
616,jaaye,जाए,3,5
617,jagah,जगह,3,5
618,ichak,इचक,3,5
619,thodi,थोड़ी,4,5
620,sanam,सनम,3,5
621,laage,लागे,4,5
622,kabhi,कभी,3,5
623,naina,नैना,4,5
624,pyaar,प्यार,5,5
625,sawan,सावन,4,5
626,bhado,भादो,4,5
627,moond,मूंद,4,5
628,tumpe,तुमपे,5,5
629,marte,मरते,4,5
630,chaar,चार,3,5
631,neend,नींद,4,5
632,yaaro,यारो,4,5
633,jaage,जागे,4,5
634,aankh,आँख,3,5
635,zakhm,ज़ख्म,4,5
636,allah,अल्लाह,6,5
637,waada,वादा,4,5
638,khuli,खुली,4,5
639,daala,डाला,4,5
640,baaki,बाकी,4,5
641,maani,मानी,4,5
642,pujya,पूज्य,5,5
643,pehle,पहले,4,5
644,aasma,आसमा,4,5
645,akbar,अकबर,4,5
646,kamre,कमरे,4,5
647,kitab,किताब,5,5
648,geeta,गीता,4,5
649,subah,सुबह,4,5
650,kaisa,कैसा,4,5
651,aaina,आईना,4,5
652,sajna,सजना,4,5
653,katha,कथा,3,5
654,kahin,कहीं,4,5
655,likhe,लिखे,4,5
656,milda,मिल्दा,6,5
657,kimti,कीमती,5,5
658,aayog,आयोग,4,5
659,jyada,ज्यादा,6,5
660,yahan,यहाँ,4,5
661,falak,फलक,3,5
662,kahan,कहाँ,4,5
663,kitni,कितनी,5,5
664,waade,वादे,4,5
665,maara,मारा,4,5
666,khushi,खुशी,4,6
667,mehfil,महफ़िल,6,6
668,sheila,शीला,4,6
669,mamaji,मामाजी,6,6
670,mehbub,महबूब,5,6
671,jhooth,झूठ,3,6
672,jaanam,जानम,4,6
673,baahon,बाहों,5,6
674,rakhta,रखता,4,6
675,nirman,निर्माण,7,6
676,chunav,चुनाव,5,6
677,purana,पुराना,6,6
678,rishta,रिश्ता,6,6
679,zyaada,ज़्यादा,7,6
680,jamana,जमाना,5,6
681,sochta,सोचता,5,6
682,jayega,जाएगा,5,6
683,mumbai,मुंबई,5,6
684,mausam,मौसम,4,6
685,bahate,बहते,4,6
686,shalle,शल्ले,5,6
687,bhangi,भंगी,4,6
688,bhawar,भवर,3,6
689,kanoon,कानून,5,6
690,sahara,सहारा,5,6
691,kavita,कविता,5,6
692,oodhar,ऊधर,3,6
693,dakhal,दखल,3,6
694,bihari,बिहारी,6,6
695,dhyaan,ध्यान,5,6
696,kalyug,कलयुग,5,6
697,kyunki,क्यूंकि,7,6
698,bataon,बताऊँ,5,6
699,poochh,पूछ,3,6
700,nehwal,नेहवाल,6,6
701,huzoor,हुज़ूर,6,6
702,kahani,कहानी,5,6
703,bharat,भारत,4,6
704,tarana,तराना,5,6
705,afsana,अफ़साना,7,6
706,jivani,जीवनी,5,6
707,saason,सासों,5,6
708,tyohar,त्योहार,7,6
709,dastan,दास्तान,7,6
710,chhupa,छुपा,4,6
711,baadal,बादल,4,6
712,humari,हमारी,5,6
713,lagtha,लगता,4,6
714,sookha,सूखा,4,6
715,nannhi,नन्ही,5,6
716,mujhme,मुझमे,5,6
717,bataye,बताये,5,6
718,aawaaz,आवाज़,4,6
719,mahake,महके,4,6
720,itraye,इतराये,6,6
721,chhuke,छूके,4,6
722,zameen,ज़मीन,4,6
723,rajyon,राज्यों,7,6
724,lagaya,लगाया,5,6
725,pyaare,प्यारे,6,6
726,saajna,साजना,5,6
727,haulle,हौल्ले,6,6
728,prakar,प्रकार,6,6
729,jalima,जालिमा,6,6
730,sunday,सनडे,4,6
731,bandey,बंदे,4,6
732,karnaa,करना,4,6
733,chanda,चंदा,4,6
734,khwaab,ख्वाब,5,6
735,resham,रेशम,4,6
736,dekhta,देखता,5,6
737,soniyo,सोनियो,6,6
738,ganpat,गणपत,4,6
739,jilmil,जिलमिल,6,6
740,roshni,रोशनी,5,6
741,sitaro,सितारो,6,6
742,haseen,हसीं,4,6
743,shehar,शहर,3,6
744,khabar,खबर,3,6
745,waaqif,वाक़िफ़,7,6
746,banaya,बनाया,5,6
747,aashiq,आशिक,4,6
748,doston,दोस्तों,7,6
749,kisine,किसीने,6,6
750,machal,मचल,3,6
751,chalna,चलना,4,6
752,chalke,छलके,4,6
753,gahare,गहरे,4,6
754,ajnabi,अजनबी,5,6
755,kandhe,कंधे,4,6
756,raaten,रातें,5,6
757,ranchi,रांची,5,6
758,naaraz,नाराज़,6,6
759,duniya,दुनिया,6,6
760,faayde,फायदे,5,6
761,gandha,गंधा,4,6
762,tujhse,तुझसे,5,6
763,kahoon,कहूँ,4,6
764,bheege,भीगे,4,6
765,milkar,मिलकर,5,6
766,stotra,स्तोत्र,7,6
767,suhana,सुहाना,6,6
768,badlon,बादलों,6,6
769,jawaan,जवान,4,6
770,vigyan,विज्ञान,7,6
771,puchho,पूछो,4,6
772,alvida,अलविदा,6,6
773,saajan,साजन,4,6
774,bazari,बाज़ारी,7,6
775,bewafa,बेवफा,5,6
776,kasoor,कसूर,4,6
777,aawara,आवारा,5,6
778,shagna,शागना,5,6
779,prakop,प्रकोप,6,6
780,baithi,बैठी,4,6
781,savera,सवेरा,5,6
782,sunwai,सुनवाई,6,6
783,palkon,पलकों,5,6
784,nagada,नगाड़ा,6,6
785,puchna,पूछना,5,6
786,veriya,वेरिया,6,6
787,atulya,अतुल्य,6,6
788,mujhko,मुझको,5,6
789,jaaoon,जाऊं,4,6
790,hamara,हमारा,5,6
791,karein,करें,4,6
792,ikraar,इकरार,5,6
793,banaye,बनाये,5,6
794,kijiye,कीजिये,6,6
795,milegi,मिलेगी,6,6
796,aayegi,आएगी,4,6
797,teetar,तीतर,4,6
798,iqraar,इक़रार,6,6
799,jeevan,जीवन,4,6
800,salman,सलमान,5,6
801,dhalne,ढलने,4,6
802,paagal,पागल,4,6
803,raunak,रौनक,4,6
804,kismat,किस्मत,6,6
805,tujhko,तुझको,5,6
806,ghumne,घुमने,5,6
807,nigaho,निगाहो,6,6
808,kansya,काँस्य,6,6
809,dainik,दैनिक,5,6
810,banjar,बंजर,4,6
811,london,लंडन,4,6
812,ramdev,रामदेव,6,6
813,chahat,चाहत,4,6
814,aangan,आँगन,4,6
815,chalay,चले,3,6
816,kumble,कुम्बले,7,6
817,chaahe,चाहे,4,6
818,hamsay,हमसे,4,6
819,aatank,आतंक,4,6
820,jalaye,जलाए,4,6
821,shaadi,शादी,4,6
822,bahoon,बाहों,5,6
823,visfot,विस्फ़ोट,7,6
824,dobara,दोबारा,6,6
825,cheese,चीज़,4,6
826,bangla,बंगला,5,6
827,matlab,मतलब,4,6
828,dariya,दरिया,5,6
829,mujhse,मुझसे,5,6
830,vikram,विक्रम,6,6
831,kahaan,कहाँ,4,6
832,betaal,बेताल,5,6
833,chalne,चलने,4,6
834,jahaan,जहाँ,4,6
835,wahaan,वहाँ,4,6
836,kabhin,कभीं,4,6
837,soneya,सोणेया,6,6
838,svarna,स्वर्ण,6,6
839,aajkal,आजकल,4,6
840,deeana,डीआना,5,6
841,pivale,पीवाले,6,6
842,sapnon,सपनों,5,6
843,bhoola,भूला,4,6
844,raaste,रास्ते,6,6
845,vivaad,विवाद,5,6
846,karkay,करके,4,6
847,rawaan,रवाँ,4,6
848,milkha,मिल्खा,6,6
849,nainaa,नैना,4,6
850,shatak,शतक,3,6
851,shishu,शिशु,4,6
852,chehra,चेहरा,5,6
853,dheere,धीरे,4,6
854,sachin,सचिन,4,6
855,mitwaa,मितवा,5,6
856,rounde,रौंदे,5,6
857,kahake,कहाके,5,6
858,chalte,चलते,4,6
859,banake,बनाके,5,6
860,saathi,साथी,4,6
861,mandir,मंदिर,5,6
862,chaand,चाँद,4,6
863,humara,हमारा,5,6
864,emraan,इमरान,5,6
865,ladakh,लदाख,4,6
866,deewna,दीवना,5,6
867,sunayi,सुनाई,5,6
868,bhoole,भूले,4,6
869,pyaari,प्यारी,6,6
870,hashmi,हाश्मी,6,6
871,nargis,नार्गिस,7,6
872,thandi,ठंडी,4,6
873,chhote,छोटे,4,6
874,lekhak,लेखक,4,6
875,palken,पलकें,5,6
876,saamne,सामने,5,6
877,kareena,करीना,5,7
878,baarish,बारिश,5,7
879,rulakar,रुलाकर,6,7
880,rashiya,राशिया,6,7
881,naseeba,नसीबा,5,7
882,bachhan,बच्चन,5,7
883,amitabh,अमिताभ,6,7
884,dilkash,दिलकश,5,7
885,dushman,दुश्मन,6,7
886,suvidha,सुविधा,6,7
887,musafir,मुसाफिर,7,7
888,jaayega,जाएगा,5,7
889,nishaan,निशान,5,7
890,haqiqat,हकीक़त,5,7
891,chandni,चाँदनी,6,7
892,deewane,दीवाने,6,7
893,soohani,सूहानी,6,7
894,mushkil,मुश्किल,7,7
895,ghoomne,घूमने,5,7
896,laharon,लहरों,5,7
897,fansale,फांसले,6,7
898,sitaare,सितारे,6,7
899,panghat,पनघट,4,7
900,kayamat,कयामत,5,7
901,tareeke,तरीके,5,7
902,bekraar,बेकरार,6,7
903,jindagi,जिंदगी,6,7
904,aansuon,आँसुओं,6,7
905,control,कंट्रोल,7,7
906,mastana,मस्ताना,7,7
907,shandar,शानदार,6,7
908,lagayee,लगाई,4,7
909,gulposh,गुल्पोश,7,7
910,bataaye,बताए,4,7
911,tujhako,तुझको,5,7
912,basmati,बासमती,6,7
913,bhediye,भेड़िये,6,7
914,maharaj,महाराज,6,7
915,pradesh,प्रदेश,6,7
916,tumhare,तुम्हारे,8,7
917,karenge,करेंगे,6,7
918,hanuman,हनुमान,6,7
919,darmiya,दरमिया,6,7
920,lamhein,लम्हें,6,7
921,beetein,बीतें,5,7
922,tumhara,तुम्हारा,8,7
923,beechak,बीचक,4,7
924,anushka,अनुष्का,7,7
925,charcha,चर्चा,5,7
926,akhiyon,अखियों,6,7
927,khayaal,ख़याल,5,7
928,dakshin,दक्षिण,6,7
929,mahadev,महादेव,6,7
930,jaagran,जागरण,5,7
931,parinda,परिंदा,6,7
932,pramukh,प्रमुख,6,7
933,chalisa,चालीसा,6,7
934,diwanaa,दीवाना,6,7
935,darshan,दर्शन,5,7
936,takdeer,तकदीर,5,7
937,chitthi,चिट्ठी,6,7
938,ladkiyo,लड़कियो,7,7
939,dhadkan,धड़कन,5,7
940,jawaani,जवानी,5,7
941,bevajah,बेवजह,5,7
942,kashmir,कश्मीर,6,7
943,nariyal,नारियल,6,7
944,raahien,राहें,5,7
945,roshini,रोशिनी,6,7
946,bhaarat,भारत,4,7
947,patekar,पाटेकर,6,7
948,suhaana,सुहाना,6,7
949,deewana,दीवाना,6,7
950,majboor,मजबूर,5,7
951,dupatta,दुपट्टा,7,7
952,dhamaal,धमाल,4,7
953,maanush,मानुष,5,7
954,tasveer,तस्वीर,6,7
955,aankhon,आँखों,5,7
956,giravat,गिरावट,6,7
957,ganguly,गांगुली,7,7
958,basanti,बसंती,5,7
959,chutney,चटनी,4,7
960,dostana,दोस्ताना,8,7
961,lajawab,लाजवाब,6,7
962,sataaye,सताए,4,7
963,bewajah,बेवजह,5,7
964,bahekta,बहेकता,6,7
965,khiladi,खिलाड़ी,6,7
966,daastan,दास्तान,7,7
967,zindagi,ज़िन्दगी,7,7
968,baatein,बातें,5,7
969,uthaiyo,उठैइओ,5,7
970,kameena,कमीना,5,7
