,hi-en,hi,len-hi,len-hi-en
467,yad,याद,3,3
468,ati,आती,3,3
469,pad,पड़,2,3
470,yai,यई,2,3
471,hoy,होय,3,3
472,rut,रुत,3,3
473,huk,हूक,3,3
474,mol,मोल,3,3
475,hua,हुआ,3,3
476,kaq,ख़ाक़,3,3
477,ane,आने,3,3
478,gin,गिन,3,3
479,ami,अमी,3,3
480,jor,जोर,3,3
481,lai,लाई,3,3
482,avo,आवो,3,3
483,jam,जम,2,3
484,san,सन,2,3
485,jag,जग,2,3
486,hor,होर,3,3
487,kya,क्या,4,3
488,nan,नन,2,3
489,han,हां,3,3
490,kab,कब,2,3
491,ant,अंत,3,3
492,mui,मुई,3,3
493,tha,था,2,3
494,hai,है,2,3
495,ruh,रूह,3,3
496,kos,कोस,3,3
497,gao,गाओ,3,3
498,dho,धो,2,3
499,hum,हुम,3,3
500,tri,त्रि,4,3
501,mar,मर,2,3
502,asl,अस्ल,4,3
503,mir,मीर,3,3
504,vila,विला,4,4
505,arif,आरिफ,4,4
506,arch,आर्च,4,4
507,tula,तुला,4,4
508,viji,विजी,4,4
509,argb,एआरजीबी,7,4
510,area,एरिया,5,4
511,ares,एरीस,4,4
512,ardh,अर्द्ध,6,4
513,arcs,एआरसी,5,4
514,arbi,अरबी,4,4
515,vina,वीणा,4,4
516,view,वियू,4,4
517,aras,अरस,3,4
518,bard,बार्ड,5,4
519,tulu,तुलु,4,4
520,barc,बार्क,5,4
521,apra,एपीआरए,6,4
522,tuff,टफ़,3,4
523,urfi,उर्फी,5,4
524,adam,आदम,3,4
525,apte,आपटे,4,4
526,ariq,आरिक़,5,4
527,appc,एपीपीसी,7,4
528,atka,अटका,4,4
529,aqub,याक़ूब,6,4
530,aqua,अक्वा,5,4
531,aqsa,अक़सा,5,4
532,apur,अपुर,4,4
533,aral,अरल,3,4
534,arak,अरक,3,4
535,nmpb,एनएमपीबी,8,4
536,wong,वाँग,4,4
537,nmcc,एनएमसीसी,8,4
538,npcc,एनपीसीसी,8,4
539,nmcp,एनएमसीपी,8,4
540,nmmi,एनएमएमआई,8,4
541,hole,होल,3,4
542,nmmp,एनएमएमपी,8,4
543,apsa,एपीएसए,6,4
544,nmrs,एनएमआरएस,8,4
545,hold,होल्ड,5,4
546,hola,होला,4,4
547,hoka,होका,4,4
548,nmdp,एनएमडीपी,8,4
549,fema,एफईएमए,6,4
550,npas,एनपीए,5,4
551,pias,पीआईए,5,4
552,gmbh,जीएमबीएच,8,4
553,noof,नूफ,3,4
554,arji,अर्जी,5,4
555,trap,ट्रेप,5,4
556,nora,नौरा,4,4
557,novo,नोवो,4,4
558,nova,नोवा,4,4
559,notu,नोतू,4,4
560,vimi,विमी,4,4
561,nose,नोज,3,4
562,hipc,एचआईपीसी,8,4
563,nord,नार्द,5,4
564,hira,हीरा,4,4
565,hina,हिना,4,4
566,noon,नून,3,4
567,nook,नुक,3,4
568,hint,हिंट,4,4
569,arab,अरब,3,4
570,baro,बारो,4,4
571,appu,अप्पू,5,4
572,unme,यूएनएमई,7,4
573,ulan,उलान,4,4
574,ummi,उम्मी,5,4
575,ulbs,यूएलबी,6,4
576,umma,उम्मा,5,4
577,bakr,बकर,3,4
578,ulfa,उल्फा,5,4
579,umed,उम्मेद,6,4
580,unix,युनिक्स,7,4
581,ulip,यूएलआईपी,8,4
582,baku,बकू,3,4
583,undo,अनडू,4,4
584,bail,बेल,3,4
585,unto,अन्टू,5,4
586,unep,यूएनईपी,7,4
587,unsc,यूएनएससी,8,4
588,unni,उण्णि,5,4
589,bags,बैग,3,4
590,ulka,उल्का,5,4
591,vaid,बैद,3,4
592,auto,आटो,3,4
593,bang,बाण,3,4
594,back,बैक,3,4
595,nome,नोम,3,4
596,bama,बामा,4,4
597,bajm,बाजरे,5,4
598,uran,उड़ान,5,4
599,baie,बाए,3,4
600,uele,उएले,4,4
601,ball,बलि,3,4
602,bahi,बही,3,4
603,unit,युनिट,5,4
604,bahu,बहू,3,4
605,baia,बैआ,3,4
606,ugly,अग्ली,5,4
607,baig,बेग,3,4
608,uefa,यूईएफए,6,4
609,baan,बान,3,4
610,bamb,बम्ब,4,4
611,user,यूजर,4,4
612,tver,त्वेर,5,4
613,ural,यूराल,5,4
614,uddi,यूडीडीआई,8,4
615,arka,अर्क,4,4
616,anti,एंटी,4,4
617,apam,अपाम,4,4
618,vish,विस,3,4
619,barh,बढ़,3,4
620,aped,एपेडा,5,4
621,tuba,ट्यूबा,6,4
622,apex,अपेक्स,6,4
623,apia,अपिआ,4,4
624,apil,अप्रैल,6,4
625,barf,बार्फ,5,4
626,apis,एपिस,4,4
627,apmc,एपीएमसी,7,4
628,visa,बीज़ा,5,4
629,viru,वीरु,4,4
630,appa,आप्पा,5,4
631,apta,एपीटीए,6,4
632,vira,वीर,3,4
633,vips,वीआइपी,6,4
634,vino,वाइन,4,4
635,apps,एपीपी,5,4
636,anya,अन्य,4,4
637,apre,एपीआरई,6,4
638,tube,टयूब,4,4
639,anup,अनूप,4,4
640,bart,बार्ट,5,4
641,ansi,एएनएसआई,7,4
642,vraj,बृज,3,4
643,tsar,त्सार,5,4
644,vora,बोरा,4,4
645,tsin,त्सिन,5,4
646,vice,वाइस,4,4
647,volt,वोल्ट,5,4
648,vogl,वोगल,4,4
649,vlsi,बीएलएसआई,8,4
650,vles,वीएलई,5,4
651,barn,बार्न,5,4
652,antv,एएनटीवी,7,4
653,ttml,टीटीएमएल,8,4
654,ttpc,टीटीपीसी,8,4
655,anuj,अनुज,4,4
656,anum,एनम,3,4
657,virk,विर्क,5,4
658,tubs,टबों,4,4
659,tubb,तुब्बा,6,4
660,nona,नाना,4,4
661,nhpc,एनएचपीसी,8,4
662,hima,हिम,3,4
663,herd,हेड़ी,5,4
664,noel,नोएल,4,4
665,node,नाड,3,4
666,hits,एचआईटीएस,8,4
667,hitu,हितु,4,4
668,hizb,हिज़्ब,6,4
669,hmel,एचएमईएल,7,4
670,nomu,नोमु,4,4
671,hoax,होक्स,5,4
672,nuno,नुनो,4,4
673,nrcp,एनआरसीपी,8,4
674,ohia,लोहिया,6,4
675,nrcd,एनआरसीडी,8,4
676,nrcb,एनआरसीबी,8,4
677,ntlm,एनटीएलएम,8,4
678,heto,हेतु,4,4
679,noam,नोआम,4,4
680,hijr,हिज्र,5,4
681,nraa,एनआरएए,6,4
682,ntsc,एनटीएससी,8,4
683,nhai,एनएचएआई,7,4
684,ngri,एनजीआरई,7,4
685,nghp,एनजीएचपी,8,4
686,nfsm,एनएफएसएम,8,4
687,nfhs,एनएचएफएस,8,4
688,nfdb,एनएफडीबी,8,4
689,nfcg,एनएफसीजी,8,4
690,ntrc,एनटीआरसी,8,4
691,nrhm,एनआरएचएम,8,4
692,noah,नूह,3,4
693,nmbs,एनएमबीएस,8,4
694,herm,हर्म,4,4
695,hero,हिरो,4,4
696,nudi,नुडि,4,4
697,nude,न्यूड,5,4
698,hess,हेस,3,4
699,nrdc,एनआरडीसी,8,4
700,nhdp,एनएचडीपी,8,4
701,ntpc,एनटीपीसी,8,4
702,heli,हेली,4,4
703,fail,फ़ेल,4,4
704,fajr,फज्र,4,4
705,rals,राल्स,5,4
706,fakt,फक्त,4,4
707,rack,रैक,3,4
708,fall,ढाल,3,4
709,fama,फ़ामा,5,4
710,fagu,फागू,4,4
711,fame,फ़ेम,4,4
712,fano,फैनो,4,4
713,ralf,राल्फ,5,4
714,epcs,ईपीसी,5,4
715,rabi,रबी,3,4
716,rati,रति,3,4
717,rate,रेट,3,4
718,udit,उदित,4,4
719,race,रेस,3,4
720,held,हेल्ड,5,4
721,fadl,फद्ल,4,4
722,face,फ़ेस,4,4
723,odia,उड़िया,6,4
724,hera,हिरी,4,4
725,help,हेल्प,5,4
726,hema,हेमा,4,4
727,hemp,हैंप,4,4
728,hemu,हेमु,4,4
729,heni,हेनी,4,4
730,fade,फेड,3,4
731,nusa,नुसा,4,4
732,nuri,नूरी,4,4
733,fccb,एफसीसीबी,8,4
734,fcfs,एफसीएफएस,8,4
735,hunt,हंट,3,4
736,faiz,फ़ैज़,5,4
737,ezra,एजरा,4,4
738,facc,एफएसीसी,7,4
739,nuru,नूरुल,5,4
740,npmp,एनपीएमपी,8,4
741,nfbs,एनएफबीएस,8,4
742,nicl,एनआईसीएल,8,4
743,fauj,फ़ौज,4,4
744,fauz,फौज,3,4
745,quid,क्विड,5,4
746,qufu,चूफ़ू,5,4
747,fazl,फजल,3,4
748,fbrs,एफबीआर,6,4
749,feel,फील,3,4
750,quit,क्विट,5,4
751,fifa,फ़ीफा,5,4
752,quad,क्वाड,5,4
753,qpro,क्यूप्रो,8,4
754,fern,फर्न,4,4
755,qing,चिंग,4,4
756,ferr,फर्र,4,4
757,qila,किला,4,4
758,qian,चिआन,4,4
759,food,फ़ूड,4,4
760,qena,क़ेना,5,4
761,fath,फतह,3,4
762,fees,फ़ीस,4,4
763,npdp,एनपीडीपी,8,4
764,npcs,एनपीसी,6,4
765,npci,एनपीसीआई,8,4
766,feet,फ़ुट,4,4
767,feni,फेनी,4,4
768,hoho,होहो,4,4
769,feed,फ़ीड,4,4
770,fatf,एफएटीएफ,7,4
771,quds,कद्स,4,4
772,qutb,क़ुत्ब,6,4
773,farz,फ़र्ज़,6,4
774,qura,क़ुरा,5,4
775,faso,फासो,4,4
776,fast,फ़ास्ट,6,4
777,fata,पाटा,4,4
778,quiz,क्विज,5,4
779,quto,क्योटो,6,4
780,nick,निक,3,4
781,feto,फेटों,5,4
782,fiat,फिएट,4,4
783,nscn,एनएससीएन,8,4
784,nsci,एनएससीआई,8,4
785,nsap,एनएसएपी,7,4
786,hien,ह्वेन,5,4
787,nrsc,एनआरएससी,8,4
788,nrlm,एनआरएलएम,8,4
789,nris,एनआरआई,6,4
790,nscs,एनएससी,6,4
791,nlcp,एनएलसीपी,8,4
792,nice,नाइस,4,4
793,niku,निकु,4,4
794,niko,निको,4,4
795,huta,हुता,4,4
796,hyde,हाइड,4,4
797,niit,एनआईआईटी,8,4
798,nida,निद,3,4
799,nrgf,एनआरजीएफ,8,4
800,ffdc,एफएफडीसी,8,4
801,nlep,एनएलईपी,7,4
802,nsdl,एनएसडीएल,8,4
803,qamp,कैम्प,5,4
804,qalb,कल्ब,4,4
805,qais,कैस,3,4
806,fibs,एफआईबीएस,8,4
807,fide,फ़ीडे,5,4
808,fido,फिडो,4,4
809,nntp,एनएनटीपी,8,4
810,nsdb,एनएसडीबी,8,4
811,fccu,एफसीसीयू,8,4
812,ntes,एनटीईएस,7,4
813,hexi,हेशी,4,4
814,ntbs,एनटीबी,6,4
815,nsic,एनएसआईसी,8,4
816,hfcs,एचएफसी,6,4
817,nsel,एनएसईएल,7,4
818,nsdp,एनएसडीपी,8,4
819,nsdg,एनएसडीजी,8,4
820,uria,उरिया,5,4
821,zair,जाइरे,5,4
822,baga,बागा,4,4
823,amyl,एमाइल,5,4
824,amri,अमरी,4,4
825,trip,ट्रिप,5,4
826,wars,वार्स,5,4
827,warp,वार्प,5,4
828,anak,अनक,3,4
829,ware,वेयर,4,4
830,tris,त्रिश,5,4
831,watt,वाट,3,4
832,wave,वेब,3,4
833,ames,एम्स,4,4
834,waty,वाटी,4,4
835,yoni,योनि,4,4
836,afar,अफ़ार,5,4
837,adsm,एडीएसएम,7,4
838,bass,बास,3,4
839,wash,वाश,3,4
840,trio,ट्रायो,6,4
841,amun,अमुन,4,4
842,zain,ज़ैन,4,4
843,toll,टोल,3,4
844,bera,बेड़ा,5,4
845,zama,जामा,4,4
846,aden,अदन,3,4
847,adha,अधा,3,4
848,adhd,एड़ीएचड़ी,9,4
849,yuan,युआन,4,4
850,bepc,बीईपीसी,7,4
851,yoga,जोग,3,4
852,amur,अमूर,4,4
853,amro,एमरो,4,4
854,amte,आमटे,4,4
855,trin,ट्रीन्,6,4
856,amul,अमूल,4,4
857,bast,बास्ट,5,4
858,rasu,रासु,4,4
859,toor,तूर,3,4
860,your,योर,3,4
861,adya,आद्य,4,4
862,vhdl,वीएचडीएल,8,4
863,armm,एआरएमएस,7,4
864,arms,आर्म्स,6,4
865,army,आर्मी,5,4
866,arne,आर्ने,5,4
867,aror,अरोर,4,4
868,tung,टंग,3,4
869,arki,अरकी,4,4
870,very,वेरी,4,4
871,veil,वेइल,4,4
872,arth,अर्थ,4,4
873,venn,वेन,3,4
874,beth,बेठ,3,4
875,zone,ज़ोन,4,4
876,abbe,अब्बे,5,4
877,ulna,अलना,4,4
878,arsa,आरशा,4,4
879,zami,जामी,4,4
880,viah,विआह,4,4
881,asem,असेम,4,4
882,york,न्यार्क,7,4
883,bend,बेंड,4,4
884,aepc,एईपीसी,6,4
885,yone,योनो,4,4
886,alay,अलाय,4,4
887,tope,टोपे,4,4
888,aero,एयरो,4,4
889,vera,वेरा,4,4
890,yoma,योम,3,4
891,topi,टोपी,4,4
892,worm,वर्म,4,4
893,beam,बीम,3,4
894,twig,ट्विग,5,4
895,vaat,वात,3,4
896,avar,अवर,3,4
897,veto,वीटो,4,4
898,yoke,योक,3,4
899,adar,अदर,3,4
900,toki,टोकि,4,4
901,tome,टोम,3,4
902,will,वाल,3,4
903,allu,अल्लू,5,4
904,wild,वाइल्ड,6,4
905,wing,विंग,4,4
906,wise,वाइज,4,4
907,with,विथ,3,4
908,webs,वैब्स,5,4
909,alli,अल्ली,5,4
910,algo,अल्गो,5,4
911,word,वर्ड,4,4
912,bead,बीड,3,4
913,wook,वुक,3,4
914,wood,वुड,3,4
915,alla,अला,3,4
916,anda,अंड,3,4
917,bash,बाश,3,4
918,work,वर्क,4,4
919,walk,वाक,3,4
920,wilt,विल्ट,5,4
921,wind,बन्द,4,4
922,ammo,अमीनो,5,4
923,wear,वियर,4,4
924,wean,वीन,3,4
925,amod,अमोद,4,4
926,amol,अमुल,4,4
927,trig,ट्रिग,5,4
928,amor,एमोर,4,4
929,baya,बया,3,4
930,amos,अमोस,4,4
931,anau,आनेउ,4,4
932,ancs,एएनसी,5,4
933,amir,अमीर,4,4
934,alma,अलमा,4,4
935,tray,ट्रे,4,4
936,baye,वये,3,4
937,trcb,टीआरसीबी,8,4
938,ampc,एएमपीसी,7,4
939,adak,अडक,3,4
940,andi,अंडी,4,4
941,wakf,वक्फ,4,4
942,yeti,यति,3,4
943,yeta,एटा,3,4
944,belo,बेलो,4,4
945,afro,एफ्रो,5,4
946,adrs,एडीआर,5,4
947,agam,आगम,3,4
948,yeoh,योह,3,4
949,toro,तोरो,4,4
950,aged,अधेड़,5,4
951,yedo,एडो,3,4
952,agha,आग़ा,4,4
953,year,इअर,3,4
954,toss,टास,3,4
955,zail,ज़ैल,4,4
956,yini,यिनी,4,4
957,berg,बर्ग,4,4
958,tory,टोरी,4,4
959,aney,अणे,3,4
960,belt,बेल्ट,5,4
961,bema,बेमा,4,4
962,waka,वाका,4,4
963,wajd,वज्द,4,4
964,andy,एंड़ी,5,4
965,wait,वेट,3,4
966,winn,विन,3,4
967,aner,अनेर,4,4
968,amin,अमीन,4,4
969,torn,चूर्ण,5,4
970,webm,वेबएम,5,4
971,alif,अलिफ,4,4
972,wipe,वाइप,4,4
973,wins,विन्स,5,4
974,tomi,टोमी,4,4
975,toru,तरु,3,4
976,adsi,एडीएसआर्इ,9,4
977,adsl,एडीएसएल,7,4
978,alba,एल्बा,5,4
979,arud,अरुज़,5,4
980,arum,अरुई,4,4
981,venu,वेणु,4,4
982,bett,बेट,3,4
983,bern,बर्न,4,4
984,zinc,ज़िंक,5,4
985,aali,आली,3,4
986,acts,एक्ट,4,4
987,aban,अबान,4,4
988,abta,आबटा,4,4
989,tito,टीटो,4,4
990,abap,एबीएपी,6,4
991,zeme,ज़ेमे,5,4
992,zeno,ज़ीनो,5,4
993,zuma,ज़ुमा,5,4
994,zayd,ज़ैद,4,4
995,togo,टोगो,4,4
996,zila,ज़िला,5,4
997,aceh,अके,3,4
998,acpi,एसीपीआई,7,4
999,abbi,अब्बी,5,4
1000,aayu,आयु,3,4
