,hi-en,hi,len-hi,len-hi-en
200,ser,सेर,3,3
201,bal,बाल,3,3
202,pan,पन,2,3
203,bai,बाई,3,3
204,kal,कल,2,3
205,ani,आनी,3,3
206,age,आगे,3,3
207,use,उसे,3,3
208,den,दें,3,3
209,akl,अक्ल,4,3
210,roz,रोज़,3,3
211,tin,तीन,3,3
212,pul,पुल,3,3
213,ras,रास,3,3
214,tat,तट,2,3
215,jao,जाओ,3,3
216,moh,मोह,3,3
217,dai,दई,2,3
218,rag,राग,3,3
219,tez,तेज़,3,3
220,tab,तब,2,3
221,gop,गोप,3,3
222,haq,हक़,2,3
223,der,देर,3,3
224,ake,आके,3,3
225,mel,मेल,3,3
226,bit,बीत,3,3
227,lai,लाई,3,3
228,lag,लग,2,3
229,rut,रुत,3,3
230,mor,मोर,3,3
231,pie,पिए,3,3
232,sau,सौ,2,3
233,kak,ख़ाक,3,3
234,uda,उड़ा,3,3
235,kud,ख़ुद,3,3
236,lad,लड़,2,3
237,dub,डूब,3,3
238,nas,नस,2,3
239,sui,सुई,3,3
240,umr,उम्र,4,3
241,kin,कीं,3,3
242,ana,आना,3,3
243,aye,आये,3,3
244,hua,हुआ,3,3
245,dal,डाल,3,3
246,lut,लूट,3,3
247,var,वार,3,3
248,log,लोग,3,3
249,adi,अड़ी,3,3
250,pag,पग,2,3
251,kad,कद,2,3
252,ali,आलि,3,3
253,nau,नौ,2,3
254,kot,कोट,3,3
255,but,बूट,3,3
256,sut,सूट,3,3
257,not,नोट,3,3
258,zor,ज़ोर,3,3
259,hon,हों,3,3
260,mua,मुआ,3,3
261,bap,बाप,3,3
262,soe,सोए,3,3
263,dua,दुआ,3,3
264,jie,जिए,3,3
265,dun,दूं,3,3
266,mol,मोल,3,3
267,ayo,आयो,3,3
268,ate,आते,3,3
269,nis,निस,3,3
270,isi,इसी,3,3
271,raz,राज़,3,3
272,des,देस,3,3
273,laj,लाज,3,3
274,pai,पाई,3,3
275,nir,नीर,3,3
276,mit,मीत,3,3
277,nav,नाव,3,3
278,jae,जाए,3,3
279,bol,बोल,3,3
280,bah,बह,2,3
281,rah,राह,3,3
282,jod,जोड़,3,3
283,uth,उठ,2,3
284,ang,अंग,3,3
287,lal,लाल,3,3
288,taj,ताज,3,3
289,raj,राज,3,3
290,tui,तुई,3,3
291,sas,सास,3,3
292,saz,साज़,3,3
293,roj,रोज,3,3
294,par,पर,2,3
295,kho,खो,2,3
296,ati,आती,3,3
297,pas,पास,3,3
298,kar,कर,2,3
299,dil,दिल,3,3
300,yad,याद,3,3
301,kab,कब,2,3
302,ada,अदा,3,3
303,ori,ओरी,3,3
304,bas,बस,2,3
305,kis,किस,3,3
306,bhi,भी,2,3
307,rog,रोग,3,3
308,lun,लूं,3,3
309,hui,हुई,3,3
310,hun,हूँ,3,3
311,mod,मोड़,3,3
312,had,हद,2,3
313,ane,आने,3,3
314,hil,हिल,3,3
315,jab,जब,2,3
316,aji,अजी,3,3
317,ute,उत्ते,5,3
318,sab,सब,2,3
319,lab,लब,2,3
320,tum,तुम,3,3
321,gae,गए,2,3
322,aya,आया,3,3
323,the,थे,2,3
324,pir,पीर,3,3
325,tod,तोड़,3,3
326,koy,कोय,3,3
327,gaz,गज़,2,3
328,ruk,रुक,3,3
329,lat,लट,2,3
330,ham,हम,2,3
331,nam,नाम,3,3
332,pat,पत,2,3
333,maf,माफ़,3,3
334,kya,क्या,4,3
335,men,में,3,3
336,gay,गाय,3,3
337,koi,कोई,3,3
338,rup,रूप,3,3
339,bat,बात,3,3
340,sar,सर,2,3
341,soi,सोई,3,3
342,mil,मिल,3,3
343,yun,यूं,3,3
344,baj,बाज,3,3
345,har,हर,2,3
346,sanu,सानू,4,4
347,ujad,उजड़,3,4
348,dina,दीना,4,4
349,mauj,मौज,3,4
350,gata,गाता,4,4
351,tuti,टूटी,4,4
352,jate,जाते,4,4
353,bili,बिल्ली,6,4
354,laya,लाया,4,4
355,ishq,इश्क़,4,4
356,chup,छुप,3,4
357,mili,मिली,4,4
358,ghut,घुट,3,4
359,hoga,होगा,4,4
360,aina,आईना,4,4
361,wafa,वफ़ा,3,4
362,alka,अल्का,5,4
363,bund,बूँद,4,4
364,ansu,आंसू,4,4
365,jiti,जीती,4,4
366,siva,सिवा,4,4
367,lage,लगे,3,4
368,khol,खोल,3,4
369,vohi,वोही,4,4
370,jano,जानो,4,4
371,jise,जिसे,4,4
372,jita,जीता,4,4
373,rang,रँग,3,4
374,papi,पापी,4,4
375,jana,जाना,4,4
376,hoke,होके,4,4
377,dube,डूबे,4,4
378,tale,ताले,4,4
379,dhak,धक,2,4
380,shor,शोर,3,4
381,yahi,यही,3,4
382,aura,और,2,4
383,ahat,आहट,3,4
384,sher,शेर,3,4
385,inhi,इन्ही,5,4
386,deta,देता,4,4
387,lina,लीना,4,4
388,dala,डाला,4,4
389,likh,लिख,3,4
390,soun,सोऊं,4,4
391,gali,गली,3,4
392,kali,कली,3,4
393,mile,मिले,4,4
394,para,पर,2,4
395,khal,खाल,3,4
396,kise,किस्से,6,4
397,jaen,जाएं,4,4
398,pina,पीना,4,4
399,puch,पूछ,3,4
400,zulf,ज़ुल्फ़,5,4
401,pite,पीते,4,4
402,sone,सोने,4,4
403,dhup,धूप,3,4
404,hogi,होगी,4,4
405,sako,सको,3,4
406,ghan,घन,2,4
407,tuta,टूटा,4,4
408,saka,सका,3,4
409,shan,शान,3,4
410,luta,लूटा,4,4
411,sune,सुने,4,4
412,jaba,जब,2,4
413,dega,देगा,4,4
414,mano,मानो,4,4
415,paji,पाजी,4,4
416,sare,सारे,4,4
417,jala,जला,3,4
418,gana,गाना,4,4
419,laun,लाऊँ,4,4
420,gori,गोरी,4,4
421,soya,सोया,4,4
422,jama,जमा,3,4
423,rone,रोने,4,4
424,honi,होनी,4,4
425,bhor,भोर,3,4
426,kata,ख़ता,3,4
427,maru,मारू,4,4
428,sahi,सही,3,4
429,zulm,ज़ुल्म,5,4
430,pane,पाने,4,4
431,mara,मारा,4,4
432,reti,रेती,4,4
433,tera,तेरा,4,4
434,bole,बोले,4,4
435,rahe,रहे,3,4
436,kisi,किसी,4,4
437,gaya,गया,3,4
438,roro,रोरो,4,4
439,soni,सोणी,4,4
440,chur,चूर,3,4
441,char,चार,3,4
442,bite,बीते,4,4
443,jaga,जागा,4,4
444,roni,रोनी,4,4
445,bojh,बोझ,3,4
446,kare,करे,3,4
447,hota,होता,4,4
448,gila,ग़िला,4,4
449,utha,उठा,3,4
450,lete,लेते,4,4
451,bani,बनी,3,4
452,kore,कोरे,4,4
453,baja,बाजा,4,4
454,main,मैं,3,4
455,lini,लीनी,4,4
456,aoge,आओगे,4,4
457,hath,हाथ,3,4
458,pate,पत्ते,5,4
459,kahe,कहे,3,4
460,kyon,क्यों,5,4
461,pile,पीले,4,4
462,amar,अमर,3,4
463,yehi,येही,4,4
464,jane,जाने,4,4
465,mazi,माज़ी,4,4
466,saqi,साक़ी,4,4
467,hure,हुर्रे,6,4
468,mere,मेरे,4,4
469,abad,आबाद,4,4
470,kyun,क्यूँ,5,4
471,dard,दर्द,4,4
472,umid,उम्मीद,6,4
473,rite,रीते,4,4
474,mira,मीरा,4,4
475,haye,हाये,4,4
476,tank,टाँक,4,4
477,dekh,देख,3,4
478,holi,होली,4,4
479,padi,पड़ी,3,4
480,puja,पूजा,4,4
481,jyot,ज्योत,5,4
482,lali,लाली,4,4
483,chod,छोड़,3,4
484,chit,चित,3,4
485,dasi,दासी,4,4
486,babu,बाबू,4,4
487,hone,होने,4,4
488,bich,बिच,3,4
489,julm,जुल्म,5,4
490,ajib,अजीब,4,4
491,aman,अमन,3,4
492,roen,रोएँ,4,4
493,diya,दिया२,5,4
494,bhid,भीड़,3,4
495,jurm,जुर्म,5,4
496,hari,हरि२,4,4
497,kisa,किस्सा,6,4
498,gavo,गावो,4,4
499,hisa,हिस्सा,6,4
500,jagi,जागी,4,4
501,dhir,धीर,3,4
502,gain,गईं,3,4
503,payo,पायो,4,4
504,gusa,गुस्सा,6,4
505,sukh,सुख,3,4
506,boye,बोये,4,4
507,aise,ऐसे,3,4
508,ritu,रितु,4,4
509,vaqt,वक़्त,4,4
510,khoi,खोई,3,4
511,taul,तौल,3,4
512,bina,बिना,4,4
513,pata,पता,3,4
514,more,मोरे,4,4
515,saja,सजा,3,4
516,dole,डोले,4,4
517,meri,मेरी,4,4
518,nava,नाव,3,4
519,sata,सत,2,4
520,phir,फिर,3,4
521,sudh,सुध,3,4
522,nath,नाथ,3,4
523,tohe,तोहे,4,4
524,rakh,रख,2,4
525,jake,जाके,4,4
526,raho,रहो,3,4
527,kari,करी,3,4
528,rama,राम,3,4
529,ruka,रुका,4,4
530,shok,शोख़,3,4
531,mila,मिला,4,4
532,ankh,आँख,3,4
533,anch,आँच,3,4
534,japa,जपा,3,4
535,sans,साँस,4,4
536,vali,वाली,4,4
537,tara,तर,2,4
538,naye,नये,3,4
539,akir,आख़िर,4,4
540,mori,मोरी,4,4
541,gesu,गेसू,4,4
542,hawa,हवा,3,4
543,ruth,रूठ,3,4
544,bazu,बाज़ू,4,4
545,maro,मारो,4,4
546,jism,जिस्म,5,4
547,jind,जिन्द,5,4
548,chan,छन,2,4
549,wohi,वोही,4,4
550,prit,प्रीत,5,4
551,dham,धाम,3,4
552,mera,मेरा,4,4
553,jogi,जोगी,4,4
554,jadu,जादू,4,4
555,mujh,मुझ,3,4
556,auna,औना,3,4
557,udas,उदास,4,4
558,saya,साया,4,4
559,janm,जन्म,4,4
560,bale,बले,3,4
561,jiye,जिये,4,4
562,minh,मींह,4,4
563,kati,कट्टी,5,4
564,gale,गले,3,4
565,sada,साडा,4,4
566,bati,बाती,4,4
567,sahe,सहे,3,4
568,paen,पाएँ,4,4
569,siwa,सिवा,4,4
570,duja,दूजा,4,4
571,usha,उशा,3,4
572,saba,सबा,3,4
573,dogi,दोगी,4,4
574,kita,कीता,4,4
575,pada,पड़ा,3,4
576,ulat,उलट,3,4
577,diye,दिये,4,4
578,uton,उत्तों,6,4
579,leke,लेके,4,4
580,vake,वाके,4,4
581,liye,लिये,4,4
582,jasa,जस,2,4
583,mora,मोरा,4,4
584,mang,माँग,4,4
585,umar,उमर,3,4
586,piya,पिया,4,4
587,mata,माता,4,4
588,koti,कोटी,4,4
589,jaun,जाऊँ,4,4
590,kohu,कोहू,4,4
591,bhul,भूल,3,4
592,jodo,जोड़ो,4,4
593,kate,कटे,3,4
594,izat,इज़्ज़त,5,4
595,roko,रोको,4,4
596,kokh,कोख,3,4
597,pade,पड़े,3,4
598,suni,सूनी,4,4
599,uthe,उठे,3,4
600,banh,बांह,4,4
601,kiya,किया,4,4
603,bain,बैन,3,4
604,phul,फूल,3,4
605,sava,सवा,3,4
606,bade,बड़े,3,4
607,dhae,ढाए,3,4
608,maza,मज़ा,3,4
609,pyar,प्यार,5,4
610,jine,जीने,4,4
611,mala,माला,4,4
613,bach,बच,2,4
614,moti,मोती,4,4
615,zakm,ज़ख़्म,4,4
616,mane,माने,4,4
617,nain,नैन,3,4
618,ghir,घिर,3,4
620,mune,मुन्ने,6,4
621,vale,वाले,4,4
622,tori,तोरी,4,4
623,beti,बेटी,4,4
624,kaha,कहा,3,4
625,laut,लौट,3,4
626,tola,तोला,4,4
627,bhed,भेद,3,4
628,abhi,अभी,3,4
629,bazi,बाज़ी,4,4
630,khel,खेल,3,4
631,dali,डाली,4,4
632,tini,तिनी,4,4
633,vala,वाला,4,4
634,naya,नया,3,4
635,vahi,वही,3,4
636,nata,नाता,4,4
637,bali,बाली,4,4
638,bula,बुला,4,4
639,panv,पाँव,4,4
640,paun,पाऊँ,4,4
641,gayo,गायो,4,4
642,bita,बिता,4,4
643,bhag,भाग,3,4
644,pura,पूरा,4,4
645,nara,नारा,4,4
646,lahu,लहू,3,4
647,sama,समा,3,4
648,hare,हारे,4,4
649,baji,बाजी,4,4
650,rela,रेला,4,4
651,vada,वादा,4,4
652,mari,मारी,4,4
653,goli,गोली,4,4
654,ghus,घुस,3,4
655,nari,नारी,4,4
656,mini,मिनी,4,4
657,tore,तोरे,4,4
658,pati,पति,3,4
659,pyas,प्यास,5,4
660,dila,दिला,4,4
661,bada,बड़ा,3,4
662,pila,पिला,4,4
663,piye,पिये,4,4
664,baha,बहा,3,4
665,nadi,नदी,3,4
666,kaun,कौन,3,4
667,loge,लोगे,4,4
668,akar,आकर,3,4
669,khud,खुद,3,4
670,mela,मेला,4,4
671,kuda,ख़ुदा,4,4
672,bano,बन्नो,5,4
673,bivi,बीवी,4,4
674,tute,टूटे,4,4
675,upar,ऊपर,3,4
676,kuch,कुछ,3,4
677,bhae,भाए,3,4
678,khet,खेत,3,4
679,varo,वारो,4,4
680,dale,डाले,4,4
681,sach,सच,2,4
682,giri,गीरी,4,4
683,sara,सारा,4,4
684,mare,मारे,4,4
685,avan,आवन,3,4
686,kala,काला,4,4
687,khae,खाए,3,4
688,aisa,ऐसा,3,4
689,ladu,लड्डू,5,4
690,daur,दौर,3,4
691,kurb,कुर्ब,5,4
692,batu,बट्टू,5,4
693,raha,रहा,3,4
694,tune,तूने,4,4
695,ilaj,इलाज,4,4
696,suna,सुना,4,4
697,agar,अगर,3,4
698,sadi,साड़ी,4,4
699,jafa,जफ़ा,3,4
700,bhar,भर,2,4
701,badi,बड़ी,3,4
702,hosh,होश,3,4
703,jang,जंग,3,4
704,yara,यारा,4,4
705,saye,साये,4,4
706,roti,रोती,4,4
707,yari,यारी,4,4
708,fida,फ़िदा,4,4
709,hava,हवा,3,4
710,hoti,होती,4,4
711,stri,स्त्री,6,4
712,dhun,धुन,3,4
713,lana,लाना,4,4
714,chir,चीर,3,4
715,khil,खिल,3,4
716,azad,आज़ाद,4,4
717,jina,जीना,4,4
718,bote,बोते,4,4
719,mina,मीना,4,4
720,bazm,बज़्म,4,4
721,rona,रोना,4,4
722,hote,होते,4,4
723,saha,सहा,3,4
724,sona,सोना,4,4
725,dava,दवा,3,4
726,hona,होना,4,4
727,rote,रोते,4,4
728,waqt,वक़्त,4,4
729,udan,उड़ान,4,4
730,tere,तेरे,4,4
731,thos,ठोस,3,4
732,paye,पाये,4,4
733,toda,तोड़ा,4,4
734,sade,साड्डे,6,4
735,jage,जागे,4,4
736,bhai,भाई,3,4
737,nind,नींद,4,4
738,tala,टाला,4,4
739,dosh,दोष,3,4
740,bata,बता,3,4
741,saza,सज़ा,3,4
742,roke,रोके,4,4
743,hule,हुल्ले,6,4
744,bolo,बोलो,4,4
745,karo,करो,3,4
746,miti,मिट्टी,6,4
747,jali,जली,3,4
748,roye,रोये,4,4
749,hans,हँस,3,4
750,desh,देश,3,4
751,hula,हुल्ला,6,4
752,vafa,वफ़ा,3,4
753,husn,हुस्न,5,4
754,latu,लट्टू,5,4
755,kora,कोरा,4,4
756,sari,सारी,4,4
757,chot,चोट,3,4
758,bure,बुरे,4,4
759,huye,हुये,4,4
760,raja,राजा,4,4
761,apun,अपुन,4,4
762,gira,गिरा,4,4
763,hain,हैं,3,4
764,baje,बाजे,4,4
765,kvab,ख़्वाब,5,4
766,saje,साजे,4,4
767,dola,डोला,4,4
768,ghar,घर,2,4
769,bola,बोला,4,4
770,gate,गाते,4,4
771,aegi,आएगी,4,4
772,rach,रच,2,4
773,tari,तारी,4,4
774,dede,देदे,4,4
775,jani,जानी,4,4
776,bana,बना,3,4
777,juda,जुदा,4,4
778,ashq,अश्क़,4,4
779,jute,जूते,4,4
780,bane,बने,3,4
781,chae,छाए,3,4
782,basa,बसा,3,4
783,maja,मजा,3,4
784,mota,मोटा,4,4
785,gore,गोरे,4,4
786,dera,डेरा,4,4
787,aisi,ऐसी,3,4
788,chap,चाप,3,4
789,phur,फुर,3,4
790,jara,जरा,3,4
791,bapu,बापू,4,4
792,wali,वाली,4,4
793,neha,नेहा,4,4
794,kami,कमी,3,4
795,path,पाठ,3,4
796,isak,इसक,3,4
797,jhil,झील,3,4
798,rafi,रफ़ी,3,4
799,bute,बूटे,4,4
800,sham,शाम,3,4
801,dawa,दवा,3,4
802,utar,उतर,3,4
803,tham,थम,2,4
804,ajab,अजब,3,4
805,dori,डोरी,4,4
806,lega,लेगा,4,4
807,kada,कड़ा,3,4
808,logi,लोगी,4,4
809,pran,प्राण,5,4
810,tote,तोते,4,4
811,jale,जले,3,4
812,dono,दोनो,4,4
813,thin,थीं,3,4
814,rahi,रही,3,4
815,badh,बढ़,2,4
816,bech,बेच,3,4
817,juta,जूता,4,4
818,rain,रैन,3,4
819,paka,पक्का,5,4
820,cham,छम,2,4
821,deti,देती,4,4
822,dukh,दुख,3,4
823,bujh,बुझ,3,4
824,saji,सजी,3,4
825,sneh,स्नेह,5,4
826,lagi,लगी,3,4
827,lele,लेले,4,4
828,dhar,धार,3,4
829,rogi,रोगी,4,4
830,gaye,गये,3,4
831,bala,बला,3,4
832,sang,संग,3,4
833,buri,बुरी,4,4
834,ghul,घुल,3,4
835,kanp,काँप,4,4
836,wada,वादा,4,4
837,asha,आशा,3,4
838,dena,देना,4,4
839,chai,छाई,3,4
840,send,सेन्द,5,4
841,mohe,मोहे,4,4
842,salt,अल्त,4,4
843,tora,तोरा,4,4
844,zara,ज़रा,3,4
845,aded,अद्देद,6,4
846,chiz,चीज़,3,4
847,baqi,बाक़ी,4,4
848,fani,फ़ानी,4,4
849,band,बन्द,4,4
850,ghat,घात,3,4
851,chum,चूम,3,4
852,sign,सिग्न,5,4
853,jite,जीते,4,4
854,tima,टिमा,4,4
855,tode,तोड़े,4,4
856,tare,तारे,4,4
857,tied,तिएद,4,4
858,katm,ख़त्म,4,4
859,wale,वाले,4,4
860,chor,चोर,3,4
861,hato,हटो,3,4
862,misi,मिस्सी,6,4
863,lute,लूटे,4,4
864,pani,पानी,4,4
865,javo,जावो,4,4
866,kidh,किढ़,3,4
867,phod,फोड़,3,4
868,dhay,धाय,3,4
869,dhin,धिन,3,4
870,dhig,धिग,3,4
871,ayen,आयें,4,4
872,ones,ओनेस,4,4
873,sirf,सिर्फ़,5,4
874,adib,अदीब,4,4
875,lena,लेना,4,4
876,dubo,डुबो,4,4
877,jaye,जाये,4,4
878,dhal,ढल,2,4
879,vida,विदा,4,4
880,sake,सके,3,4
881,dhol,ढोल,3,4
882,baba,बाबा,4,4
883,dete,देते,4,4
884,dare,डारे,4,4
885,tiki,टिकी,4,4
886,saki,सकी,3,4
887,teri,तेरी,4,4
888,suno,सुनो,4,4
889,kaho,कहो,3,4
890,chua,छुआ,3,4
891,iman,ईमान,4,4
892,adat,आदत,3,4
893,laga,लगा,3,4
894,jati,जाती,4,4
895,vade,वादे,4,4
896,tujh,तुझ,3,4
897,kiye,किये,4,4
898,gaun,गाऊँ,4,4
899,paya,पया,3,4
900,beta,बेटा,4,4
901,wahi,वही,3,4
902,chal,चल,2,4
903,mana,माना,4,4
904,aogi,आओगी,4,4
905,chue,छुए,3,4
906,ping,पींग,4,4
907,munh,मुँह,4,4
908,ganv,गाँव,4,4
909,pher,फेर,3,4
910,jiya,जिया,4,4
911,jada,जड़ा,3,4
912,bura,बुरा,4,4
913,jata,जाता,4,4
914,nile,नीले,4,4
915,kyal,ख़्याल,5,4
916,pari,परी,3,4
917,sine,सीने,4,4
918,nach,नाच,3,4
919,josh,जोश,3,4
920,boli,बोली,4,4
921,asan,अस्सां,6,4
922,gile,गिले,4,4
923,guse,ग़ुस्से,6,4
924,maut,मौत,3,4
925,udud,उड़उड़,4,4
926,dhum,धूम,3,4
927,prem,प्रेम,5,4
928,avaz,आवाज़,4,4
929,vich,विच,3,4
930,jhum,झूम,3,4
931,biti,बीती,4,4
932,basi,बासी,4,4
933,gati,गति,3,4
934,vadi,वाडी,4,4
935,jhuk,झुक,3,4
936,mali,माली,4,4
937,also,आल्सो,5,4
938,duji,दूजी,4,4
939,tota,तोता,4,4
940,taza,ताज़ा,4,4
941,asar,असर,3,4
942,rani,रानी,4,4
943,data,दाता,4,4
944,mein,मेइं,4,4
945,kadh,काढ़,3,4
946,mukh,मुख,3,4
947,uthi,उठी,3,4
948,soch,सोच,3,4
949,sath,साथ,3,4
950,kabu,काबू,4,4
951,seva,सेवा,4,4
952,vasi,वासी,4,4
953,liya,लिया,4,4
954,used,उसेद,4,4
955,lafz,लफ़्ज़,4,4
956,phal,फल,2,4
957,kale,कल्ले,5,4
958,mast,मस्त,4,4
959,riti,रिती,4,4
960,qabu,क़ाबू,4,4
961,kite,किते,4,4
962,masi,मासी,4,4
963,khate,खाते,4,5
964,banae,बनाए,4,5
965,marzi,मर्ज़ी,5,5
966,raton,रातों,5,5
967,faqir,फ़क़ीर,4,5
968,nichi,नीची,4,5
969,genun,गेनूं,5,5
970,ronda,रोंदा,5,5
971,kiyan,कियां,5,5
972,phata,फटा,3,5
973,panon,पन्नों,6,5
974,talak,तलक,3,5
975,pyare,प्यारे,6,5
976,bikat,बिकट,4,5
977,dhaye,ढाये,4,5
978,milen,मिलें,5,5
979,taron,तारों,5,5
980,gunah,गुनाह,5,5
981,ruthi,रूठी,4,5
982,lumba,लुम्बा,6,5
983,manon,माँओं,5,5
984,bhigi,भीगी,4,5
985,chode,छोड़े,4,5
986,bolie,बोलिए,5,5
987,bamon,बमों,4,5
988,jagah,जगह,3,5
989,valah,वल्लाह,6,5
990,chanv,छांव,4,5
991,rutho,रूठो,4,5
992,bujha,बुझा,4,5
993,chali,चली,3,5
994,mukut,मुकुट,5,5
995,bahot,बहोत,4,5
996,dhara,धारा,4,5
997,paoge,पाओगे,5,5
998,galon,गालों,5,5
999,kanon,कानों,5,5
1000,khidu,खिदू,4,5
1001,maike,मइके,4,5
1002,kothe,कोठे,4,5
1003,ghera,घेरा,4,5
1004,khush,खुश,3,5
1005,pahan,पहन,3,5
1007,walon,वालों,5,5
1008,lamba,लम्बा,5,5
1009,gazab,गज़ब,3,5
1010,masti,मस्ती,5,5
1011,chado,छड्डो,5,5
1012,rajur,राजुर,5,5
1013,sikho,सीखो,4,5
1014,kalai,कलाई,4,5
1015,khafa,खफ़ा,3,5
1016,lagat,लगत,3,5
1017,picha,पीछा,4,5
1018,padho,पढ़ो,3,5
1019,rasta,रस्ता,5,5
1020,unaka,उनका,4,5
1021,barud,बारूद,5,5
1022,ghadi,घड़ी,3,5
1023,kabil,काबिल,5,5
1024,unako,उनको,4,5
1025,pahal,पहल,3,5
1026,gafil,ग़ाफ़िल,5,5
1027,isaka,इसका,4,5
1028,takar,टक्कर,5,5
1029,faraz,फ़राज़,4,5
1030,chuda,छुड़ा,4,5
1031,udhar,उधर,3,5
1032,karun,करूं,4,5
1033,udati,उड़ती,4,5
1034,bujhi,बुझी,4,5
1035,agala,अगला,4,5
1036,sakun,सकूँ,4,5
1037,dhuan,धुआं,4,5
1038,ashiq,आशिक़,4,5
1039,sakhi,सखी,3,5
1040,guala,गुआला,5,5
1041,udate,उड़ते,4,5
1042,khela,खेला,4,5
1043,pilae,पिलाए,5,5
