,hi-en,hi,len-hi,len-hi-en
152,dar,ड़ार,4,3
153,daa,डीएए,4,3
154,nah,नाह,3,3
155,nai,एनएआई,5,3
156,aru,अरु,3,3
157,tma,टीएमए,5,3
158,tmc,टीएमसी,6,3
159,tmj,ट्म्ज्,6,3
160,tmr,टीएमआर,6,3
161,ncl,एनसीएल,6,3
162,ncf,एनसीएफ,6,3
163,toa,टोआ,3,3
164,ncb,एनसीबी,6,3
165,nbe,एनबीइ,5,3
166,nbc,एनबीसी,6,3
167,asf,एएसएफ,5,3
168,nbb,एनबीबी,6,3
169,ase,एएसई,4,3
170,das,दास,3,3
171,nav,एनएवी,5,3
172,crm,सीआरएम,6,3
173,cro,क्रो,4,3
174,nat,नैट,3,3
175,nas,नास,3,3
176,csb,सीएसबी,6,3
177,asa,आसा,3,3
178,nap,एनएपी,5,3
179,arv,एआरवी,5,3
180,tom,टाम,3,3
181,nan,नान,3,3
182,ton,तों,3,3
183,nam,नाम,3,3
184,cyg,साइग,4,3
185,crl,सीआरएल,6,3
186,tum,तुम,3,3
187,mul,एमयूएल,6,3
188,ark,आर्क,4,3
189,mrs,एमआरएस,6,3
190,mrp,एमआरपी,6,3
191,mri,एमआरआई,6,3
192,mpr,एमपीआर,6,3
193,mpp,एमपीपी,6,3
194,dec,डेक,3,3
195,mpc,एमपीसी,6,3
196,moz,मोज़,4,3
197,tsa,टीएसए,5,3
198,tse,त्से,4,3
199,tso,त्सो,4,3
200,tsr,टीएसआर,6,3
201,tss,टीएसएस,6,3
202,ttb,टीटीबी,6,3
203,tte,टीटीई,5,3
204,ttf,टीटीएफ,6,3
205,arc,आर्क,4,3
206,tts,टीटीएस,6,3
207,def,डेफ,3,3
208,mor,मोर,3,3
209,arb,अरब,3,3
210,dei,देई,3,3
211,del,डेल,3,3
212,dem,डीईएम,5,3
213,mon,मोन,3,3
214,tul,तुल,3,3
215,mol,मोल,3,3
216,deb,देब,3,3
217,mse,एमएसई,5,3
218,msf,एमएसएफ,6,3
219,msl,एमएसएल,6,3
220,arj,एआरजे,5,3
221,muc,एमयूसी,6,3
222,mtv,एमटीवी,6,3
223,mtu,एमटीयू,6,3
224,mts,एमटीएस,6,3
225,mtp,एमटीपी,6,3
226,mtn,एमटीएन,6,3
227,mtf,एमटीएफ,6,3
228,tri,त्रि,4,3
229,mtc,एमटीसी,6,3
230,ari,एआरआई,5,3
231,msp,एमएसपी,6,3
232,dbd,डीबीडी,6,3
233,dat,डीएटी,5,3
234,msn,एमएसएन,6,3
235,dbs,डीबीएस,6,3
236,dbt,डीबीटी,6,3
237,dcm,डीसीएम,6,3
238,dda,ड़ंड़ा,6,3
239,dde,डीडीई,5,3
240,arg,आर्ग,4,3
241,arf,एआरएफ,5,3
242,ddg,डीडीजी,6,3
243,ddp,डीडीपी,6,3
244,dds,डीडीएस,6,3
245,ddt,ड़ीड़ीटी,8,3
246,dea,डीईए,4,3
247,are,अरे,3,3
248,dbk,डीबीके,6,3
249,dpd,डीपीडी,6,3
250,dpi,डीपीआई,6,3
251,dpr,डीपीआर,6,3
252,esd,ईएसडी,5,3
253,esi,ईएसआई,5,3
254,esm,ईएसएम,5,3
255,lan,एलएएन,5,3
256,est,ईएसटी,5,3
257,amb,अंब,3,3
258,lam,लाम,3,3
259,eta,ईटा,3,3
260,lal,लाल,3,3
261,etl,ईटीएल,5,3
262,etv,ईटीवी,5,3
263,lak,लाक,3,3
264,lag,लैग,3,3
265,laf,एलएएफ,5,3
266,eva,इवा,3,3
267,evo,एवो,3,3
268,lad,लाड,3,3
269,lac,लाक,3,3
270,lab,एलएबी,5,3
271,kye,क्ये,4,3
272,kya,क्या,4,3
273,vet,वीईटी,5,3
274,vfs,वीएफएस,6,3
275,kut,कुट,3,3
276,kur,क़ुर्,5,3
277,fac,एफ़एसी,6,3
278,aly,अली,3,3
279,esa,ईएसए,4,3
280,ert,ईआरटी,5,3
281,erp,ईआरपी,5,3
282,amc,एएमसी,5,3
283,leh,लेह,3,3
284,vat,वेट,3,3
285,leg,लेग,3,3
286,led,एलईडी,5,3
287,lec,लैक,3,3
288,env,एन्व,4,3
289,epb,ईपीबी,5,3
290,ami,अमी,3,3
291,ldm,एलडीएम,6,3
292,ldl,एलडीएल,6,3
293,amf,एएमएफ,5,3
294,vbr,वीबीआर,6,3
295,fai,फाई,3,3
296,ldc,एलडीसी,6,3
297,vcf,वीसीएफ,6,3
298,vda,वीडीए,5,3
299,vdu,वीडीयू,6,3
300,lbs,एलबीएस,6,3
301,lbr,एलबीआर,6,3
302,ved,वेद,3,3
303,eps,ईपीएस,5,3
304,era,इरा,3,3
305,ame,एएमई,4,3
306,eri,इरी,3,3
307,las,लास,3,3
308,amd,एएमडी,5,3
309,erm,ईआरएम,5,3
310,lcd,एलसीडी,6,3
311,aml,एएमएल,5,3
312,kun,कुन,3,3
313,alu,एएलयू,5,3
314,vis,विज़,4,3
315,koi,कोई,3,3
316,koh,कोह,3,3
317,fin,फिन,3,3
318,kms,केएमएस,6,3
319,kml,केएमएल,6,3
320,kmf,केएमएफ,6,3
321,klm,केएलएम,6,3
322,fip,एफआईपी,6,3
323,fir,एफआईआर,6,3
324,kle,क्ले,4,3
325,ali,अली,3,3
326,viv,विव,3,3
327,kit,किट,3,3
328,fit,फ़िट,4,3
329,kis,किस,3,3
330,vlc,वीएलसी,6,3
331,fiu,एफआईयू,6,3
332,vms,वीएमएस,6,3
333,fix,फिक्स,5,3
334,fla,फ्लैग,5,3
335,kip,किप,3,3
336,kim,किम,3,3
337,von,वोन,3,3
338,flu,फ़्लू,5,3
339,kid,किड,3,3
340,vpn,वीपीएन,6,3
341,fil,फ़ाइल,5,3
342,fih,एफआईएच,6,3
343,kol,कोल,3,3
344,fid,एफआईडी,6,3
345,kul,कुल,3,3
346,kuh,कुह,3,3
347,kub,याकूब,5,3
348,kua,कुआ,3,3
349,alt,अल्ट,4,3
350,ksb,केएसबी,6,3
351,fat,एफ़एटी,6,3
352,fax,फ़ैक्स,6,3
353,vil,विल,3,3
354,fbi,एफबीआइ,6,3
355,fci,एफसीआई,6,3
356,fcl,एफसीएल,6,3
357,fcr,एफसीआर,6,3
358,fan,फैन,3,3
359,fda,एफडीए,5,3
360,fdi,एफड़ीआइ,7,3
361,fdr,एफडीआर,6,3
362,feb,फ़ेब,4,3
363,alm,एएलएम,5,3
364,vin,विन,3,3
365,kot,कोट,3,3
366,fep,एफईपी,5,3
367,kos,कोस,3,3
368,vip,वीआइपी,6,3
369,few,फ़्यू,5,3
370,ffb,एफएफबी,6,3
371,vir,वीर,3,3
372,ffs,एफएफएस,6,3
373,fdc,एफडीसी,6,3
374,lek,लेक,3,3
375,eng,एन्ज,4,3
376,leo,लियो,4,3
377,mag,मैग,3,3
378,mae,माए,3,3
379,usd,यूएसडी,6,3
380,anf,एएनएफ,5,3
381,dur,दूर,3,3
382,mac,मेक्,4,3
383,ane,अणे,3,3
384,mab,एमएबी,5,3
385,lvm,एलवीएम,6,3
386,dus,डीयूएस,6,3
387,lut,लूत,3,3
388,utf,यूटीएफ,6,3
389,dvb,डीवीबी,6,3
390,uti,यूटीआइ,6,3
391,dvd,डीवीडी,6,3
392,dvi,डीवीआई,6,3
393,utm,यूटीएम,6,3
394,utn,यूटीएन,6,3
395,uts,यूटीएस,6,3
396,lua,लुआ,3,3
397,ltv,एलटीवी,6,3
398,ltr,एलटीआर,6,3
399,ltd,एलटीडी,6,3
400,lsr,एलएसआर,6,3
401,dyn,डाइन,4,3
402,lsi,एलएसआई,6,3
403,and,अन्ड्,5,3
404,usb,यूएसबी,6,3
405,dug,डुग,3,3
406,usa,युएसए,5,3
407,uru,उरु,3,3
408,dpt,डीपीटी,6,3
409,dre,द्रे,4,3
410,mai,माई,3,3
411,drf,डीआरएफ,6,3
412,ani,आणि,3,3
413,ups,अप्स,4,3
414,dri,डीआरआई,6,3
415,drm,डीआरएम,6,3
416,drs,डीआरएस,6,3
417,drt,डीआरटी,6,3
418,dry,ड्राइ,5,3
419,dsa,डीएसए,5,3
420,dsl,डीएसएल,6,3
421,lsd,एलएसडी,6,3
422,dsm,डीएसएम,6,3
423,dsu,डीएसयू,6,3
424,uri,यूआरआइ,6,3
425,dta,डीटीए,5,3
426,dtd,डीटीडी,6,3
427,dte,डीटीई,5,3
428,dti,ड्टि,4,3
429,dtp,डीटीपी,6,3
430,dtr,डीटीआर,6,3
431,url,युआरएल,6,3
432,dts,डीटीएस,6,3
433,urm,यूआरएम्,7,3
434,dua,दुआ,3,3
435,urs,उर्स,4,3
436,dst,डीएसटी,6,3
437,lsc,एलएससी,6,3
438,lrb,एलआरबी,6,3
439,utv,यूटीवी,6,3
440,amy,एमी,3,3
441,van,एवं,3,3
442,ela,इला,3,3
443,liu,लीउ,3,3
444,amu,एएमयू,5,3
445,amt,एएमटी,5,3
446,lit,लिट,3,3
447,ams,एएमएस,5,3
448,lip,लिप,3,3
449,elf,ईएलएफ,5,3
450,eli,एली,3,3
451,elk,इल्क,4,3
452,var,वार,3,3
453,ana,आना,3,3
454,lin,लिन,3,3
455,emd,ईएमडी,5,3
456,emi,ईएमआइ,5,3
457,lid,लिड,3,3
458,ems,ईएमएस,5,3
459,amp,एम्प,4,3
460,emu,इमू,3,3
461,lgn,एलजीएन,6,3
462,lev,लेव,3,3
463,leu,लियु,4,3
464,vas,वीएएस,5,3
465,let,लेट्स,5,3
466,end,एंड,3,3
467,les,लेस,3,3
468,amr,एएमआर,5,3
469,tls,टीएलएस,6,3
470,eki,एकि,3,3
471,llc,एलएलसी,6,3
472,lra,एलआरए,5,3
473,uva,उवा,3,3
474,lpg,एलपीजी,6,3
475,lpd,एलपीडी,6,3
476,lpc,एलपीसी,6,3
477,uzi,उज़ी,4,3
478,ear,ईएआर,4,3
479,lot,लाट,3,3
480,los,लास,3,3
481,eco,इको,3,3
482,eda,ईडीए,4,3
483,lok,लाक,3,3
484,edi,इडीआई,5,3
485,llb,एलएलबी,6,3
486,edo,एडो,3,3
487,edu,इडीयू,5,3
488,log,लाग,3,3
489,efc,ईएफसी,5,3
490,eft,इएफटी,5,3
491,eil,ईआईएल,5,3
492,loa,लोआ,3,3
493,lnk,लिंक,4,3
494,lng,एलएनजी,6,3
495,lms,एलएमएस,6,3
496,eka,एका,3,3
497,lme,एलएमई,5,3
498,lmb,एलएमबी,6,3
499,llp,एलएलपी,6,3
500,edp,ईडीपी,5,3
501,alc,एएलसी,5,3
502,tkm,टीकेएम,6,3
503,cpf,सीपीएफ,6,3
504,rud,रूड,3,3
505,rti,आरटीआई,6,3
506,bsd,बीएसडी,6,3
507,bse,बीएसई,5,3
508,bsf,बीएसएफ,6,3
509,rtf,आरटीएफ,6,3
510,bsr,बीएसआर,6,3
511,bss,बीएसएस,6,3
512,svg,एसवीजी,6,3
513,svn,एसवीएन,6,3
514,btp,बीटीपी,6,3
515,bts,बीटीएस,6,3
516,rte,आरटीई,5,3
517,rst,आरएसटी,6,3
518,rss,आरएसएस,6,3
519,rsp,आरएसपी,6,3
520,rsi,आरएसआई,6,3
521,rsb,आरएसबी,6,3
522,rsa,आरएसए,5,3
523,rrb,आरआरबी,6,3
524,rps,आरपीएस,6,3
525,rpn,आरपीएन,6,3
526,rpm,आरपीएम,6,3
527,rpf,आरपीएफ,6,3
528,roy,राय,3,3
529,rot,रोट,3,3
530,bug,बग़,3,3
531,ruh,रूह,3,3
532,rup,रुप,3,3
533,rut,रूट,3,3
534,ruz,रूज़,4,3
535,sap,एसएपी,5,3
536,bom,बोम,3,3
537,bon,बोन,3,3
538,sul,सुल,3,3
539,san,सां,3,3
540,bor,बोर,3,3
541,sum,सुम,3,3
542,sam,साम,3,3
543,bpd,बीपीडी,6,3
544,ban,बाण,3,3
545,bpl,बीपीएल,6,3
546,bpp,बीपीपी,6,3
547,bpr,बीपीआर,6,3
548,ron,रोन,3,3
549,bps,बीपीएस,6,3
550,sal,शाल,3,3
551,sai,एसएआइ,5,3
552,bam,बीएएम,5,3
553,sah,साह,3,3
554,sag,साग,3,3
555,saf,सैफ,3,3
556,sur,सुर,3,3
557,sad,सआद,3,3
558,brf,बीआरएफ,6,3
559,sac,सैक,3,3
560,bri,बीआरआई,6,3
561,rvp,आरवीपी,6,3
562,rva,आरवीए,5,3
563,bpu,बीपीयू,6,3
564,sui,सुइ,3,3
565,rom,राम,3,3
566,swu,स्वू,4,3
567,rfd,आरएफडी,6,3
568,rfc,आरएफसी,6,3
569,caf,कैफ,3,3
570,bai,बाई,3,3
571,rev,रेव,3,3
572,ret,आरईटी,5,3
573,res,आरईएस,5,3
574,rep,आरईपी,5,3
575,tai,ताइ,3,3
576,ren,रेन,3,3
577,cam,कैम,3,3
578,reg,रेग,3,3
579,ref,रैफ,3,3
580,taj,ताज,3,3
581,red,रेड,3,3
582,can,केन,3,3
583,rdp,आरडीपी,6,3
584,rdn,आरडीएन,6,3
585,rdf,आरडीएफ,6,3
586,rda,आरडीए,5,3
587,rcf,आरसीएफ,6,3
588,rbi,आरबीआइ,6,3
589,rbd,आरबीडी,6,3
590,bah,बाह,3,3
591,ray,राय,3,3
592,tal,ताल,3,3
593,cap,कैप,3,3
594,rfp,आरएफपी,6,3
595,tag,टैग,3,3
596,rfs,आरएफएस,6,3
597,rgb,आरजीबी,6,3
598,rod,राड,3,3
599,bal,बाल,3,3
600,rni,आरएनआई,6,3
601,rna,आरएनए,5,3
602,rmu,आरएमयू,6,3
603,rms,आरएमएस,6,3
604,rmk,आरएमके,6,3
605,rmd,आरएमडी,6,3
606,rmc,आरएमसी,6,3
607,rmb,आरएमबी,6,3
608,rle,आरएलई,5,3
609,rjd,राजद,4,3
610,riz,रिज़,4,3
611,rog,रोग,3,3
612,syn,सिन,3,3
613,rit,आरआईटी,6,3
614,rip,रिप,3,3
615,rio,रियो,4,3
616,sys,सिस,3,3
617,rim,रिम,3,3
618,tab,टेब,3,3
619,but,बुत,3,3
620,rig,रिंग,4,3
621,rif,रीफ़,4,3
622,rid,आरआईडी,6,3
623,tac,टेक,3,3
624,cab,कैब,3,3
625,cad,कैड,3,3
626,syr,सिर,3,3
627,ras,रास,3,3
628,sar,एसएआर,5,3
629,boa,बोआ,3,3
630,slr,एसएलआर,6,3
631,slp,एसएलपी,6,3
632,sri,एसआरआइ,6,3
633,ber,बीईआर,5,3
634,sru,एसआरयू,6,3
635,sla,एसएलए,5,3
636,sky,स्काइ,5,3
637,ssa,एसएसए,5,3
638,ssb,एसएसबी,6,3
639,ski,स्की,4,3
640,ssi,एसएसआइ,6,3
641,ssl,एसएसएल,6,3
642,ssp,एसएसपी,6,3
643,sss,एसएसएस,6,3
644,ska,स्का,4,3
645,sit,एसआईटी,6,3
646,sip,एसआईपी,6,3
647,bfd,बीएफडी,6,3
648,bfs,बीएफएस,6,3
649,bga,बीजीए,5,3
650,bgi,बीजीआई,6,3
651,bgl,बीजीएल,6,3
652,bgr,बीजीआर,6,3
653,sim,सिम,3,3
654,sij,सीज,3,3
655,sig,सिग,3,3
656,stb,एसटीबी,6,3
657,smb,एसएमबी,6,3
658,sme,एसएमई,5,3
659,ben,बेन,3,3
660,sml,एसएमएल,6,3
661,soz,सोज़े,5,3
662,spa,स्पा,4,3
663,bat,बैट,3,3
664,sor,सौर,3,3
665,baz,बज़,3,3
666,bba,बीबीए,5,3
667,bbc,बीबीसी,6,3
668,bbl,बीबीएल,6,3
669,spd,एसपीडी,6,3
670,bbs,बीबीएस,6,3
671,spe,एसपीई,5,3
672,bds,बीडीएस,6,3
673,son,सोन,3,3
674,sid,एसआईडी,6,3
675,som,साम,3,3
676,sol,साल,3,3
677,spl,एसपीएल,6,3
678,bee,बीईई,4,3
679,spm,एसपीएम,6,3
680,beg,बेग,3,3
681,soh,सोह,3,3
682,bei,बेई,3,3
683,spp,एसपीपी,6,3
684,sna,एसएनए,5,3
685,bas,बास,3,3
686,spu,एसपीयु,6,3
687,sms,एसएमएस,6,3
688,spv,एसपीवी,6,3
689,bed,बेड,3,3
690,bog,बोग्,4,3
691,std,एसटीडी,6,3
692,sia,एसआईए,5,3
693,sda,एसडीए,5,3
694,bio,बायो,4,3
695,scm,एससीएम,6,3
696,bir,बीर,3,3
697,scb,एससीबी,6,3
698,sbu,एसबीयू,6,3
699,sbt,एसबीटी,6,3
700,bis,बीआइएस,6,3
701,sbs,एसबीएस,6,3
702,sbr,एसबीआर,6,3
703,sbp,एसबीपी,6,3
704,sbm,एसबीएम,6,3
705,sbi,एसबीआई,6,3
706,sbh,एसबीएच,6,3
707,bit,बिट,3,3
708,biz,बिज,3,3
709,bjp,बीजेपी,6,3
710,sau,एसएयू,5,3
711,sat,सट्,3,3
712,bll,बीएलएल,6,3
713,blu,ब्लू,4,3
714,suf,सूफ,3,3
715,bly,ब्लै,4,3
716,bmc,बीएमसी,6,3
717,bmi,बीएमआइ,6,3
718,bmp,बीएमपी,6,3
719,bnf,बीएनएफ,6,3
720,sdf,एसडीएफ,6,3
721,sdl,एसडीएल,6,3
722,sdp,एसडीपी,6,3
723,sdr,एसडीआर,6,3
724,stf,एसटीएफ,6,3
725,sgl,एसजीएल,6,3
726,sgi,एसजीआइ,6,3
727,sgf,एसजीएफ,6,3
728,sti,एसटीआई,6,3
729,bhs,बीएचएस,6,3
730,sgd,एसजीडी,6,3
731,sff,एसएफएफ,6,3
732,sfc,एसएफसी,6,3
733,sez,सेज,3,3
734,set,सेट,3,3
735,ser,सेर,3,3
736,bar,बार,3,3
737,sib,सिब,3,3
738,bid,बिड,3,3
739,sen,सेन,3,3
740,bif,बीआईएफ,6,3
741,big,बिग,3,3
742,sem,एसईएम,5,3
743,sek,सेक्,4,3
744,sei,एसईआई,5,3
745,bil,बीआईएल,6,3
746,seh,सेह,3,3
747,bim,बीआईएम,6,3
748,sed,एसईडी,5,3
749,bin,बिन,3,3
750,sec,सेक,3,3
751,sts,एसटीएस,6,3
752,stp,एसटीपी,6,3
753,rar,आरएआर,5,3
754,car,कार,3,3
755,rap,आरएपी,5,3
756,cms,सीएमएस,6,3
757,cmu,सीएमयू,6,3
758,atr,एटीआर,5,3
759,cnf,सीएनएफ,6,3
760,atp,एटीपी,5,3
761,the,ट्हे,4,3
762,pad,पीएडी,5,3
763,pac,पैक,3,3
764,atm,एटीएम,5,3
765,owl,आउल,3,3
766,out,आउट,3,3
767,ati,अति,3,3
768,col,कोल,3,3
769,oil,आइल,3,3
770,nvs,एनवीएस,6,3
771,nvm,एनवीएम,6,3
772,nut,नुत,3,3
773,nur,नूर,3,3
774,nun,नून,3,3
775,num,न्यूम,5,3
776,nuh,नूह,3,3
777,com,काम,3,3
778,atf,एटीएफ,5,3
779,ntt,एनटीटी,6,3
780,ntr,एनटीआर,6,3
781,ntp,एनटीपी,6,3
782,ntm,एनटीएम,6,3
783,cmp,सीएमपी,6,3
784,cmm,सीएमएम,6,3
785,clv,सीएलवी,6,3
786,ats,एटीएस,5,3
787,ter,तेर,3,3
788,pcm,पीसीएम,6,3
789,pbs,पीबीएस,6,3
790,pbd,पीबीडी,6,3
791,paz,पाज,3,3
792,pav,पाव,3,3
793,tes,टीईएस,5,3
794,pat,पेट,3,3
795,teu,टीईयू,5,3
796,pas,पेस,3,3
797,chu,चुय,3,3
798,aup,एयूपी,5,3
799,par,पार,3,3
800,nss,एनएसएस,6,3
801,cid,सिड,3,3
802,aud,एयूडी,5,3
803,tfl,टीएफएल,6,3
804,pap,पाप,3,3
805,cil,सीआईएल,6,3
806,cim,सीआईएम,6,3
807,pan,पान,3,3
808,pam,पीएएम,5,3
809,pal,पाल,3,3
810,pak,पाक,3,3
811,pai,पाई,3,3
812,clr,सीएलआर,6,3
813,cls,सीएलएस,6,3
814,att,एटीटी,5,3
815,cif,सीआईएफ,6,3
816,pda,पीडीए,5,3
817,ata,आता,3,3
818,nsg,एनएसजी,6,3
819,asp,एएसपी,5,3
820,nhb,एनएचबी,6,3
821,asn,एएसएन,5,3
822,ngp,एनजीपी,6,3
823,nga,न्गा,4,3
824,asm,एएसएम,5,3
825,nfs,एनएफएस,6,3
826,nfe,एनएफई,5,3
827,tin,टिन,3,3
828,nfc,एनएफसी,6,3
829,ask,आस्क,4,3
830,asj,एएसजे,5,3
831,cor,कोर,3,3
832,net,एनईटी,5,3
833,nes,एनईएस,5,3
834,ner,एनईआर,5,3
835,asi,एएसआई,5,3
836,tip,टिप,3,3
837,cos,कास,3,3
838,tir,तिर,3,3
839,tis,तीस,3,3
840,nef,एनईएफ,5,3
841,ned,एनईडी,5,3
842,tit,तित,3,3
843,nds,एनडीएस,6,3
844,ndr,एनडीआर,6,3
845,nda,एनडीए,5,3
846,nhm,एनएचएम,6,3
847,nia,एनआईए,5,3
848,nib,निब,3,3
849,tim,टिम,3,3
850,nse,एनएसई,5,3
851,nrm,एनआरएम,6,3
852,nri,एनआरआई,6,3
853,nre,एनआरई,5,3
854,tia,टिया,4,3
855,npv,एनपीवी,6,3
856,nps,एनपीएस,6,3
857,npr,एनपीआर,6,3
858,npe,एनपीई,5,3
859,npa,एनपीए,5,3
860,tic,टिक,3,3
861,non,नान,3,3
862,ast,एएसटी,5,3
863,nsi,एनएसआई,6,3
864,noa,नोआ,3,3
865,nmm,एनएमएम,6,3
866,nlm,एनएलएम,6,3
867,nld,एनएलडी,6,3
868,nkn,एनकेएन,6,3
869,niv,एनआईवी,6,3
870,til,तिल,3,3
871,nit,एनआईटी,6,3
872,nis,एनआईएस,6,3
873,nin,एनआईएन,6,3
874,nil,निल,3,3
875,asr,अश्र,4,3
876,nif,एनआईएफ,6,3
877,nid,एनआईडी,6,3
878,nnp,एनएनपी,6,3
879,pde,पीडीई,5,3
880,pdf,पीडीएफ,6,3
881,pdl,पीडीएल,6,3
882,pur,पुर,3,3
883,pul,पुल,3,3
884,puf,पीयूएफ,6,3
885,pta,पीटीए,5,3
886,psv,पीएसवी,6,3
887,psu,पीएसयू,6,3
888,pst,पीएसटी,6,3
889,bab,बाब,3,3
890,psi,पीएसआइ,6,3
891,psf,पीएसएफ,6,3
892,psb,पीएसबी,6,3
893,pru,पीआरयू,6,3
894,prs,पीआरएस,6,3
895,pro,प्रो,4,3
896,prm,पीआरएम,6,3
897,pre,प्री,4,3
898,prb,पीआरबी,6,3
899,pra,पीआरए,5,3
900,ppv,पीपीवी,6,3
901,ppp,पीपीपी,6,3
902,ppm,पीपीएम,6,3
903,ppl,पीपीएल,6,3
904,ppi,पीपीआई,6,3
905,ppf,पीपीएफ,6,3
906,ppd,पीपीडी,6,3
907,ppb,पीपीबी,6,3
908,ppa,पीपीए,5,3
909,pus,पुष्य,5,3
910,pvp,पीवीपी,6,3
911,pvv,पीवीवी,6,3
912,qaf,काफ,3,3
913,ram,आरएएम,5,3
914,bag,बग्,3,3
915,cas,कैस,3,3
916,raj,राज,3,3
917,rai,राई,3,3
918,tan,टेन,3,3
919,cat,केट,3,3
920,rah,राह,3,3
921,raf,आरएएफ,5,3
922,rad,रेड,3,3
923,cbs,सीबीएस,6,3
924,cdf,सीडीएफ़,7,3
925,cdm,सीडीएम,6,3
926,pov,पोव,3,3
927,bad,बड़ी,4,3
928,quo,क्यो,4,3
929,tar,टार,3,3
930,qub,याक़ूब,6,3
931,qom,क़ोम,4,3
932,qin,किन,3,3
